"","modelcondition","true_nu","true_phi","prioridx","rep","startle_phi","startle_nu","cassg_phi","cassg_nu","truetopo_phi","truetopo_nu","problin_nu","problin_phi","true_llh","startle_NLLH","cassg_NLLH","truetopo_NLLH","problin_NLLH","startle_wp","cassg_wp","truetopo_wp","problin_wp","startle_rf","cassg_rf","problin_rf","true_phi_value","true_nu_value"
"23","s0d100","s0",100,5,"r03",0.250931578389262,5.90600370918521e-06,0.247847949402667,0.0078610214059942,0.250932650541459,2.43304348571752e-06,5.43760520066052e-06,0.250931708866343,7617.99041399247,7622.51559065872,8259.23258246041,7463.64380621703,7547.18752724938,4455.54690899637,5607.76866190602,4302.60629235399,4440.6330977657,0.623482,0.759109,0.51417,0.25,0
"24","s0d100","s0",100,5,"r04",0.250130922399554,8.00382597333611e-06,0.249282442911025,0.00211456928884707,0.250132530612587,2.92687237837505e-06,3.97287632529377e-06,0.250132205454132,7648.26331532077,7629.23435840549,8143.52475042122,7504.61148449563,7580.58956443429,4444.64448184731,5444.93891846514,4333.71521114962,4482.41000912438,0.595142,0.759109,0.493927,0.25,0
"25","s0d100","s0",100,5,"r05",0.253865439700636,4.35716801447704e-06,0.253860794155777,1.56269799593812e-05,0.253865975556196,2.65383836116066e-06,3.0777049621408e-06,0.253865837837519,7542.07263972622,7496.9120099435,8148.17954840657,7406.69307934731,7449.55122712783,4150.451738077,5311.73252283021,4119.65083864916,4189.42498917045,0.587045,0.757085,0.522267,0.25,0
"26","s0d100","s0",100,6,"r01",0.25131998117584,3.56021764089802e-05,0.247633814201107,0.00846271354595504,0.251331486496671,5.6762077729661e-06,0.00326160541884516,0.250045174928335,7791.28989556026,7675.1882720128,8261.53481945914,7669.85742777333,7648.43286604139,5071.14156695025,6294.99938060642,5132.38185206391,5086.52994308009,0.392713,0.702429,0.307692,0.25,0
"27","s0d100","s0",100,6,"r02",0.253999683656861,1.3984078130991e-06,0.253994973670414,1.50578988231765e-05,0.253999369435508,2.30104274028063e-06,1.95521230000251e-06,0.25399951018138,7845.53422743742,7703.98504088196,8270.96831675332,7712.49588992104,7672.65640347487,5058.39072084703,6290.56872610712,5158.46733215367,5058.90982187469,0.469636,0.732794,0.368421,0.25,0
"28","s0d100","s0",100,6,"r03",0.252799333399089,2.39839060406048e-06,0.250527818247643,0.00522297018461758,0.252799334375681,2.39261646125723e-06,3.17819555611623e-06,0.25279908545879,7884.46759206242,7786.73849978731,8310.85807740587,7747.80068816777,7768.51136838748,5218.60855227769,6287.16563972899,5193.22734466835,5225.92604694096,0.453441,0.702429,0.425101,0.25,0
"29","s0d100","s0",100,6,"r04",0.256932248984388,3.56533237309097e-06,0.256806689601324,0.000311039902601186,0.256931856132236,4.57378466925771e-06,4.03964575629425e-06,0.25693202695874,7929.41654009815,7903.71476998928,8576.7362807423,7793.90951056843,7877.25028451493,5397.84448271361,6831.77794973332,5268.22281357744,5399.70134820428,0.489879,0.769231,0.425101,0.25,0
"30","s0d100","s0",100,6,"r05",0.253199109661223,3.2636954766497e-06,0.248887098023799,0.00954179571676042,0.25319908387461,3.30977865478258e-06,3.43941857296309e-06,0.253199022868945,7729.74051155946,7624.23783966678,8246.90654450345,7604.12671185277,7593.93946529408,4943.03074865445,6181.86048368498,4983.5744042067,4952.04201170188,0.497976,0.728745,0.408907,0.25,0
"31","s0d100","s0",100,7,"r01",0.247732041439859,4.4823060306517e-06,0.244988537186464,0.0066375638610074,0.247732392319988,3.30471731158095e-06,4.42650970788028e-06,0.247732029606373,8140.00368438116,8050.70989265679,8605.9407346541,8017.24987159111,8022.56306042598,5758.76478941567,6905.94583536528,5759.24336633032,5773.86408050668,0.433198,0.712551,0.384615,0.25,0
"32","s0d100","s0",100,7,"r02",0.246932827038463,2.02497689966759e-06,0.246932715270012,1.97682410272593e-06,0.246933005795048,1.3824878476793e-06,1.43274588969193e-06,0.246932995037301,8074.14428584391,7968.72813407259,8547.18466075923,7950.01998647582,7935.58320100248,5675.61450884613,6856.80740413787,5717.11785057217,5687.83985147046,0.40081,0.62753,0.307692,0.25,0
"33","s0d100","s0",100,7,"r03",0.247865071005422,5.32795841440998e-06,0.247852541337471,3.88289650502581e-05,0.247864607908631,6.67229231990188e-06,5.87101453679235e-06,0.247864882605032,8149.49737807186,8029.03450862627,8534.06239303156,8028.58738569701,8013.78884467604,5688.1891648523,6835.15102746269,5744.72851015908,5699.641097188,0.364372,0.623482,0.327935,0.25,0
"34","s0d100","s0",100,7,"r04",0.249614032617695,0.00069817064580013,0.24798363663308,0.00469849772529783,0.249175750276235,0.00187725419823827,0.00144355397984073,0.249338801278278,8014.87543911295,7892.39544827218,8580.7459711844,7889.06315273348,7863.49658231288,5504.80226515511,6962.28912740987,5577.40319460479,5512.23286667895,0.417004,0.659919,0.259109,0.25,0
"35","s0d100","s0",100,7,"r05",0.252932176591387,4.17254871640449e-06,0.252928121745814,1.4847892091009e-05,0.252931459992099,6.1514316278832e-06,3.44171854148078e-06,0.252932371777789,8085.4058812009,7993.93716920666,8532.80648176218,7955.64617179464,7932.85007176256,5597.02346171462,6720.71839548554,5593.08993378219,5547.86617588382,0.481781,0.680162,0.348178,0.25,0
"36","s0d100","s0",100,8,"r01",0.25185642865971,0.00739833861930175,0.253831530031185,0.00298925478724683,0.253773834229669,0.00289714245030971,0.00520978076685995,0.252739513186605,7747.94040522154,7683.67880307509,8006.61301682044,7616.96810511908,7642.31591452773,4609.05882532198,5406.30620496691,4594.16289713825,4630.61424105088,0.502024,0.665992,0.392713,0.25,0
"37","s0d100","s0",100,8,"r02",0.250665014556594,5.44112823611618e-06,0.249461211268703,0.00297070998998366,0.250665263177732,4.48979273636012e-06,5.39427039577724e-06,0.250665012098501,7695.95313887509,7661.93659945652,8050.03831701518,7580.15166670016,7605.20115468718,4578.18382717252,5403.83110728615,4544.92252467406,4576.41166254518,0.566802,0.710526,0.493927,0.25,0
"38","s0d100","s0",100,8,"r03",0.246530237528619,8.71391671178444e-06,0.246531716571375,4.79233874821783e-06,0.246531863587939,4.2318690294244e-06,2.62593222553331e-06,0.246532474960937,7669.27847572399,7597.34376480892,8086.62219656158,7542.99136067774,7537.21519404516,4570.4171473713,5616.77779430233,4576.70345749773,4576.94257713731,0.502024,0.700405,0.376518,0.25,0
"39","s0d100","s0",100,8,"r04",0.250638529130371,0.0033822242413566,0.251857609377304,2.56501232852805e-05,0.251860214520893,1.89652264834612e-05,0.00813584700976643,0.24877893058216,7617.88502527453,7577.89664143503,7891.17270669353,7488.46922430269,7526.93599707161,4436.51009566228,5146.46572397686,4401.74536439357,4453.7383943548,0.591093,0.657895,0.510121,0.25,0
"40","s0d100","s0",100,8,"r05",0.249865622529083,3.50138447857121e-06,0.249824878245054,0.000105536658933114,0.249866063531965,2.22123863194014e-06,2.90224764534874e-06,0.249865817983201,7657.07329488017,7621.30220856335,8168.68639533347,7528.25677890394,7577.00798064856,4593.02906419583,5760.22212817515,4512.27644226581,4581.97591273651,0.611336,0.789474,0.54251,0.25,0
"41","s0d100","s0",100,9,"r01",0.261064126400055,9.04813695779405e-06,0.261055987070862,3.00889116541235e-05,0.261064768549832,6.44238349739447e-06,5.29528873793658e-06,0.261065186053433,8112.59470508321,8050.17415799857,8690.35336530995,7979.14211081819,8015.3788063904,5235.22988967959,6595.08819709281,5172.18218556611,5231.52844222502,0.469636,0.684211,0.348178,0.25,0
"42","s0d100","s0",100,9,"r02",0.259461101067999,1.84119098279685e-05,0.256607132927349,0.00783767719259032,0.259459286814619,2.41023458499413e-05,0.00977262594133454,0.255887838903552,8199.29104078535,8100.49446149766,8674.01186934481,8072.34306158135,8071.50199654351,5290.39028033535,6464.16948212368,5305.24679613485,5290.78578908049,0.493927,0.678138,0.417004,0.25,0
"43","s0d100","s0",100,9,"r03",0.249730369819186,8.66424524164047e-06,0.249730795726395,7.63076159074368e-06,0.249731886690013,4.29580728250885e-06,1.29596650048273e-05,0.249728766538359,8207.14132716707,8107.11521463875,8649.85619171267,8078.01605277116,8094.3836802185,5513.53229485065,6739.1358563709,5508.94043613266,5516.94456762168,0.461538,0.692308,0.380567,0.25,0
"44","s0d100","s0",100,9,"r04",0.249993462089847,2.08591520776448e-05,0.249997377128965,8.42496396814859e-06,0.249996959922904,9.94357705914181e-06,7.60637058041499e-06,0.249997678522505,8086.88782753878,8035.17812667415,8532.15336171443,7959.0239403209,7975.67389411675,5367.54361352551,6468.80396558935,5274.80174423112,5348.55267776528,0.546559,0.690283,0.506073,0.25,0
"45","s0d100","s0",100,9,"r05",0.259331176579044,7.24577015689534e-06,0.259330712356939,7.98973306316117e-06,0.259330947051938,7.5122153186951e-06,5.61236005032202e-06,0.259331654807708,8098.8308015552,8092.3499537082,8700.58063718768,7966.29290741572,8070.15633231552,5366.82622695902,6723.78883670396,5203.89767396459,5373.15236531772,0.469636,0.647773,0.445344,0.25,0
"46","s0d100","s0",100,10,"r01",0.253064861552949,6.02976459856083e-06,0.253015295848129,0.000145423198752436,0.253065174839501,5.13313886457341e-06,4.5592954763079e-06,0.253065339193667,8229.31331676511,8100.6623769154,8508.76184775833,8093.80059110001,8080.1718883499,5477.0064796016,6429.7536225919,5583.5169635947,5496.11424994479,0.518219,0.680162,0.510121,0.25,0
"47","s0d100","s0",100,10,"r02",0.247730907936481,7.18281542741815e-06,0.245608117655819,0.0053584758005771,0.247720474355296,3.54087978928456e-05,2.12910235730871e-05,0.247725785750994,8077.02290196718,7946.28760389195,8326.82750634446,7935.55375856899,7920.15557984899,5378.57149203288,6173.28274970056,5428.16251369624,5384.69282321097,0.433198,0.582996,0.376518,0.25,0
"48","s0d100","s0",100,10,"r03",0.252532557315761,2.77895674878492e-06,0.2525318755132,4.37927791985574e-06,0.252532615886543,2.45500266862301e-06,3.03157780435872e-06,0.252532448693712,8342.82641809139,8231.60091379056,8565.83572516327,8216.20498065712,8212.19918709211,5824.10768611356,6570.24359976824,5858.09787169456,5838.00143872573,0.433198,0.653846,0.368421,0.25,0
"49","s0d100","s0",100,10,"r04",0.25026326424603,1.10217681072299e-05,0.249958703127312,0.000866600032148372,0.249689886752563,0.00163321516341904,1.34324853869203e-05,0.25026247378316,8212.62208119023,8123.44220173568,8487.3140057936,8086.06579779696,8107.07607357386,5623.51939384816,6462.93074250971,5670.96387192474,5629.50314600267,0.449393,0.676113,0.392713,0.25,0
"50","s0d100","s0",100,10,"r05",0.255461600883481,1.47151681602293e-05,0.255463218845238,9.95543412259007e-06,0.255465955049279,2.47844882576382e-06,2.54482341349111e-05,0.255457200210391,8270.51963002601,8179.69698759693,8535.80670086931,8145.94029711583,8157.2512404867,5578.53399853615,6383.62065338442,5602.80017897221,5608.8711116801,0.441296,0.637652,0.376518,0.25,0
"51","s100d0","s100",0,1,"r01",0.00611504531890776,0.335627526048262,0,0.336280359413205,0,0.294640723270751,0.309859092055838,0,4954.03919162084,5031.06656660229,5642.41806347292,4825.48873073629,4853.83251473253,4415.72746031039,5309.31198199437,4499.69729010045,4437.86659158451,0.421053,0.55668,0.255061,0,0.288
"52","s100d0","s100",0,1,"r02",0,0.321587446754654,0,0.303190184533445,0,0.270406452259985,0.27648003389325,0,5111.86241826203,5155.55597070545,5770.37616172173,4975.38009924989,4992.07122277225,4697.65788576163,5576.62750901438,4797.05700668825,4755.42332708709,0.453441,0.54251,0.246964,0,0.288
"53","s100d0","s100",0,1,"r03",0.00963877450777888,0.303872679388459,0,0.320930943248444,0,0.280187456851662,0.283178426430657,0,4872.567727289,4919.5403997097,5326.19786810137,4748.23447239709,4734.52939814616,4371.8466095553,5000.3199538124,4479.82819243387,4426.80726109855,0.396761,0.437247,0.161943,0,0.288
"54","s100d0","s100",0,1,"r04",0,0.310648366972091,0,0.301196237196956,0,0.262601489495439,0.264676917866993,0,5061.47187853648,5109.9503034165,5559.73330652051,4925.30712975735,4935.02811835905,4738.68611704876,5372.81945912376,4794.33271962649,4796.53903755952,0.42915,0.423077,0.238866,0,0.288
"55","s100d0","s100",0,1,"r05",0,0.320647669600476,0,0.298603888053564,0,0.264513820156498,0.277505516062021,0,5109.7437490949,5222.22516069821,5575.1349188775,4974.01794179853,5075.26252570487,4836.43418656583,5452.99053102574,4802.59129058976,4899.96881743635,0.453441,0.502024,0.275304,0,0.288
"56","s100d0","s100",0,2,"r01",0.0129865335730454,0.297692190249669,0.0120265665206935,0.301878223093727,0.00844980211590157,0.277336572378477,0.281380406385602,0.00876647845310827,6021.43913403462,6016.0786917634,6435.85918955683,5885.01329681185,5892.98062224874,5711.54162456208,6398.98483618962,5796.37044473954,5761.12347694032,0.34413,0.425101,0.137652,0,0.288
"57","s100d0","s100",0,2,"r02",0.00786295538898137,0.316020491849024,0,0.343843295717332,0,0.313792801307106,0.319109269331378,0,5924.77637716353,5898.38808096805,6385.64114200127,5786.44833006238,5779.30523512936,5630.96224439465,6341.15079401233,5664.74184382964,5625.22372337884,0.299595,0.479757,0.178138,0,0.288
"58","s100d0","s100",0,2,"r03",0,0.300194090584929,0,0.289359139317774,0,0.269245053134657,0.274071204429526,0,6052.2569063788,6036.23528160861,6413.8683333114,5922.04970451634,5934.92483843195,5967.81098793136,6643.90686233677,6043.83992845642,6029.25192487647,0.299595,0.384615,0.121457,0,0.288
"59","s100d0","s100",0,2,"r04",0,0.330821861013677,0,0.328776024898508,0,0.301206938908752,0.304338848691032,0,5999.975632171,5960.54535740477,6547.2292011921,5865.39129528262,5861.49842119225,5669.4969591426,6566.67771047195,5748.52061811623,5708.38031321142,0.255061,0.417004,0.117409,0,0.288
"60","s100d0","s100",0,2,"r05",0.0106554942149448,0.275785606452509,0.010003492827084,0.276029595957022,0.00667674324598356,0.25853879959417,0.255975315834382,0.00835606040370433,5978.55679203219,5986.77320061802,6437.41069235846,5855.25360995603,5881.53782583049,5829.2790508468,6488.14970076257,5852.02036191161,5872.36982547614,0.275304,0.412955,0.125506,0,0.288
"61","s100d0","s100",0,3,"r01",0.0112593472164323,0.306557653561448,0.00114328694254308,0.330956842011476,0,0.298843936037683,0.301958562537984,0.00401334723054119,5158.57719301098,5142.87021794018,5411.81942139976,5021.21193765409,5025.40367914608,4535.25098267328,4870.64058461079,4639.11185908872,4545.30209131327,0.421053,0.412955,0.226721,0,0.288
"62","s100d0","s100",0,3,"r02",0,0.324907546979309,0,0.313907104090328,0,0.280009157693946,0.28338196932331,0,5119.49981303284,5114.274203083,5486.2922675947,4973.95841844892,4964.56223716877,4571.186530879,5128.55845050386,4664.48600986931,4619.28438491958,0.392713,0.453441,0.230769,0,0.288
"63","s100d0","s100",0,3,"r03",0.00424416698956178,0.320843238944741,0.00916413826872813,0.286097242829209,0.000723348316518813,0.294494910546547,0.298266765563097,0,5066.99069524092,5077.51118105612,5430.90588008978,4941.78912033777,4932.04501586881,4472.75775746191,5009.78031131087,4497.07610791944,4476.62465348562,0.352227,0.396761,0.153846,0,0.288
"64","s100d0","s100",0,3,"r04",0,0.334005098367328,0,0.316916912406324,0,0.286848381298344,0.289801038633444,0,5181.03930629051,5204.92960787298,5704.98345308886,5048.09539619722,5034.92598178405,4577.36947039636,5309.91227491573,4658.71316083025,4627.38979943063,0.408907,0.479757,0.214575,0,0.288
"65","s100d0","s100",0,3,"r05",0,0.341858117174662,0,0.331301010144688,0,0.298809712753604,0.304580938590168,0,5132.22429305103,5213.84711466144,5592.50590138605,5003.62743602247,5046.6211325951,4598.54725976473,5097.25535050381,4596.93130456523,4618.55748155637,0.417004,0.459514,0.178138,0,0.288
"66","s100d0","s100",0,4,"r01",0,0.326879697994609,0,0.325687818672933,0,0.290291510440661,0.292660060539467,0,5479.4896498455,5523.94214961672,5801.01578603305,5346.20108221379,5386.40411374655,5007.24972673755,5424.5827615089,5034.63834972734,5047.42306460964,0.360324,0.384615,0.186235,0,0.288
"67","s100d0","s100",0,4,"r02",0,0.340958940028153,0,0.330120346190745,0,0.28714831941416,0.292908523785008,0,5551.6610033413,5597.98688547678,5786.498889065,5405.32455097419,5412.35699256357,5109.12296528642,5441.98804444366,5182.63728254522,5139.37417548461,0.34413,0.366397,0.153846,0,0.288
"68","s100d0","s100",0,4,"r03",0,0.366000144564883,0,0.343948484144401,0,0.309984922855968,0.315029000168436,0,5503.05245869802,5671.81253287999,5892.98616427819,5348.30244294859,5459.54680607582,5018.08974834496,5376.51203744321,4968.30633529385,5092.27707071077,0.384615,0.441296,0.210526,0,0.288
"69","s100d0","s100",0,4,"r04",0,0.315328464005384,0,0.328523282251786,0,0.281557144579783,0.284115954925005,0,5500.17857737093,5461.03054319639,5846.98782455315,5355.05041619374,5340.66275859302,5055.9162608794,5526.72803234009,5171.14990318591,5095.1787348977,0.327935,0.449393,0.202429,0,0.288
"70","s100d0","s100",0,4,"r05",0,0.357179845084465,0,0.359101753918719,0,0.305346771492529,0.31316017378155,0,5377.49098975417,5483.01442467019,5865.61292865915,5251.41487847823,5290.29342763607,4878.69344492037,5393.91567369692,4861.47774089968,4876.59581297841,0.376518,0.475709,0.174089,0,0.288
"71","s100d0","s100",0,5,"r01",0.00489578301165321,0.28644876505027,0.00595435096998306,0.281489131523698,0,0.265933163988152,0.273839286640816,0,5333.31209754153,5402.69291938317,5814.1517058161,5215.17161238927,5247.6713405282,4160.67845274706,4642.98423299549,4200.93369103078,4176.85932175056,0.376518,0.504049,0.234818,0,0.288
"72","s100d0","s100",0,5,"r02",0.00018891648572919,0.289551521232828,0,0.283035064801121,0,0.264160936909749,0.268131163062443,0,5171.16659558051,5165.03893423449,5610.01847856634,5049.78554909981,5048.67584249598,3962.54532394309,4519.11403517533,4015.5507144641,3982.20249778422,0.331984,0.475709,0.198381,0,0.288
"73","s100d0","s100",0,5,"r03",0,0.29954232623717,0,0.290167259649631,0,0.274468748769652,0.28150118893751,0,5172.48890426853,5174.87203671972,5523.18384968183,5052.69865546106,5070.7635946356,3988.85827432221,4470.69860100276,4049.29120300775,4011.25744467136,0.336032,0.504049,0.238866,0,0.288
"74","s100d0","s100",0,5,"r04",0,0.308415487667776,0,0.295497654110047,0,0.280712969504118,0.287332878202864,0,5181.39003374321,5221.5311850184,5586.10831828939,5038.05432719476,5093.8395028196,3925.53210900906,4373.51642147527,3972.07469562057,3982.16439285908,0.40081,0.463563,0.226721,0,0.288
"75","s100d0","s100",0,5,"r05",0,0.302355135708316,0,0.285992958126325,0,0.264145832276954,0.273912418524966,0,5331.75959237457,5393.36527651641,5925.51536695114,5215.42749651133,5245.48475373502,4118.37893281986,4954.20173895868,4186.34167607851,4155.16908762744,0.404858,0.54251,0.242915,0,0.288
"76","s100d0","s100",0,6,"r01",0.000176792403644041,0.329002966004695,0,0.329296597316415,0,0.286490348047892,0.298973909395332,0,5009.60357196559,5053.97170954727,5671.09077587641,4889.52149594581,4918.3924111613,4190.77706585467,4859.94436884185,4211.72878032172,4207.52647472844,0.37247,0.554656,0.206478,0,0.288
"77","s100d0","s100",0,6,"r02",0.00922912952968236,0.33165189088188,0,0.337888745178259,0,0.310965863624428,0.309791459623157,0,5013.88819674028,5103.81881451135,5434.93017884153,4874.63930248867,4879.03861419007,4101.65277234329,4536.94509366815,4115.17771922633,4139.2773546502,0.388664,0.495951,0.210526,0,0.288
