k,p_rep,rep,modelcond,method,rf
20,06,01,s50d50,casshybrid,NA
20,06,01,s50d50,startle,0.635628
20,06,01,s50d50,laml,0.634343
20,06,02,s50d50,cassgreedy,0.833729
20,06,02,s50d50,casshybrid,NA
20,06,02,s50d50,startle,0.676113
20,06,02,s50d50,laml,0.678788
20,06,03,s50d50,cassgreedy,0.832512
20,06,03,s50d50,casshybrid,NA
20,06,03,s50d50,startle,0.680162
20,06,03,s50d50,laml,0.650505
20,06,04,s50d50,cassgreedy,0.757869
20,06,04,s50d50,casshybrid,NA
20,06,04,s50d50,startle,0.659919
20,06,04,s50d50,laml,0.654545
20,06,05,s50d50,cassgreedy,0.826506
20,06,05,s50d50,casshybrid,NA
20,06,05,s50d50,startle,0.696356
20,06,05,s50d50,laml,0.698990
20,07,01,s50d50,cassgreedy,0.785203
20,07,01,s50d50,casshybrid,NA
20,07,01,s50d50,startle,0.651822
20,07,01,s50d50,laml,0.634343
20,07,02,s50d50,cassgreedy,0.693735
20,07,02,s50d50,casshybrid,NA
20,07,02,s50d50,startle,0.623482
20,07,02,s50d50,laml,0.593939
20,07,03,s50d50,cassgreedy,0.642691
20,07,03,s50d50,casshybrid,NA
20,07,03,s50d50,startle,0.639676
20,07,03,s50d50,laml,0.638384
20,07,04,s50d50,cassgreedy,0.611374
20,07,04,s50d50,casshybrid,NA
20,07,04,s50d50,startle,0.603239
20,07,04,s50d50,laml,0.606061
20,07,05,s50d50,cassgreedy,0.746479
20,07,05,s50d50,casshybrid,NA
20,07,05,s50d50,startle,0.651822
20,07,05,s50d50,laml,0.650505
20,08,01,s50d50,cassgreedy,0.749398
20,08,01,s50d50,casshybrid,NA
20,08,01,s50d50,startle,0.748988
20,08,01,s50d50,laml,0.727273
20,08,02,s50d50,cassgreedy,0.793765
20,08,02,s50d50,casshybrid,NA
20,08,02,s50d50,startle,0.769231
20,08,02,s50d50,laml,0.767677
20,08,03,s50d50,cassgreedy,0.785203
20,08,03,s50d50,casshybrid,NA
20,08,03,s50d50,startle,0.757085
20,08,03,s50d50,laml,0.735354
20,08,04,s50d50,cassgreedy,0.792271
20,08,04,s50d50,casshybrid,NA
20,08,04,s50d50,startle,0.672065
20,08,04,s50d50,laml,0.670707
20,08,05,s50d50,cassgreedy,0.768675
20,08,05,s50d50,casshybrid,NA
20,08,05,s50d50,startle,0.704453
20,08,05,s50d50,laml,0.694949
20,09,01,s50d50,cassgreedy,0.803828
20,09,01,s50d50,casshybrid,NA
20,09,01,s50d50,startle,0.781377
20,09,01,s50d50,laml,0.779798
20,09,02,s50d50,cassgreedy,0.794118
20,09,02,s50d50,casshybrid,NA
20,09,02,s50d50,startle,0.785425
20,09,02,s50d50,laml,0.783838
20,09,03,s50d50,cassgreedy,0.816425
20,09,03,s50d50,casshybrid,NA
20,09,03,s50d50,startle,0.785425
20,09,03,s50d50,laml,0.779798
20,09,04,s50d50,cassgreedy,0.832512
20,09,04,s50d50,casshybrid,NA
20,09,04,s50d50,startle,0.769231
20,09,04,s50d50,laml,0.767677
20,09,05,s50d50,cassgreedy,0.774510
20,09,05,s50d50,casshybrid,NA
20,09,05,s50d50,startle,0.748988
20,09,05,s50d50,laml,0.747475
20,10,01,s50d50,cassgreedy,0.641379
20,10,01,s50d50,casshybrid,NA
20,10,01,s50d50,startle,0.570850
20,10,01,s50d50,laml,0.565657
20,10,02,s50d50,cassgreedy,0.618824
20,10,02,s50d50,casshybrid,NA
20,10,02,s50d50,startle,0.485830
20,10,02,s50d50,laml,0.484848
20,10,03,s50d50,cassgreedy,0.617716
20,10,03,s50d50,casshybrid,NA
20,10,03,s50d50,startle,0.530364
20,10,03,s50d50,laml,0.521212
20,10,04,s50d50,cassgreedy,0.603774
20,10,04,s50d50,casshybrid,NA
20,10,04,s50d50,startle,0.599190
20,10,04,s50d50,laml,0.593939
20,10,05,s50d50,cassgreedy,0.704762
20,10,05,s50d50,casshybrid,NA
20,10,05,s50d50,startle,0.550607
20,10,05,s50d50,laml,0.545455
30,01,01,s50d50,cassgreedy,0.630631
30,01,01,s50d50,casshybrid,NA
30,01,01,s50d50,startle,0.441296
30,01,01,s50d50,laml,0.440404
30,01,02,s50d50,cassgreedy,0.556541
30,01,02,s50d50,casshybrid,NA
30,01,02,s50d50,startle,0.404858
30,01,02,s50d50,laml,0.404040
30,01,03,s50d50,cassgreedy,0.590308
30,01,03,s50d50,casshybrid,NA
30,01,03,s50d50,startle,0.421053
30,01,03,s50d50,laml,0.395960
30,01,04,s50d50,cassgreedy,0.640000
30,01,04,s50d50,casshybrid,NA
30,01,04,s50d50,startle,0.384615
30,01,04,s50d50,laml,0.371717
30,01,05,s50d50,cassgreedy,0.664516
30,01,05,s50d50,casshybrid,NA
30,01,05,s50d50,startle,0.392713
30,01,05,s50d50,laml,0.391919
30,02,01,s50d50,cassgreedy,0.660215
30,02,01,s50d50,casshybrid,NA
30,02,01,s50d50,startle,0.421053
30,02,01,s50d50,laml,0.424242
30,02,02,s50d50,cassgreedy,0.699346
30,02,02,s50d50,casshybrid,NA
30,02,02,s50d50,startle,0.461538
30,02,02,s50d50,laml,0.460606
30,02,03,s50d50,cassgreedy,0.676856
30,02,03,s50d50,casshybrid,NA
30,02,03,s50d50,startle,0.368421
30,02,03,s50d50,laml,0.375758
30,02,04,s50d50,cassgreedy,0.660131
30,02,04,s50d50,casshybrid,NA
30,02,04,s50d50,startle,0.340081
30,02,04,s50d50,laml,0.339394
30,02,05,s50d50,cassgreedy,0.684902
30,02,05,s50d50,casshybrid,NA
30,02,05,s50d50,startle,0.412955
30,02,05,s50d50,laml,0.412121
30,03,01,s50d50,cassgreedy,0.735099
30,03,01,s50d50,casshybrid,NA
30,03,01,s50d50,startle,0.603239
30,03,01,s50d50,laml,0.602020
30,03,02,s50d50,cassgreedy,0.694690
30,03,02,s50d50,casshybrid,NA
30,03,02,s50d50,startle,0.497976
30,03,02,s50d50,laml,0.488889
30,03,03,s50d50,cassgreedy,0.606264
30,03,03,s50d50,casshybrid,NA
30,03,03,s50d50,startle,0.360324
30,03,03,s50d50,laml,0.359596
30,03,04,s50d50,cassgreedy,0.645514
30,03,04,s50d50,casshybrid,NA
30,03,04,s50d50,startle,0.465587
30,03,04,s50d50,laml,0.440404
30,03,05,s50d50,cassgreedy,0.679458
30,03,05,s50d50,casshybrid,NA
30,03,05,s50d50,startle,0.493927
30,03,05,s50d50,laml,0.492929
30,04,01,s50d50,cassgreedy,0.651007
30,04,01,s50d50,casshybrid,NA
30,04,01,s50d50,startle,0.526316
30,04,01,s50d50,laml,0.509091
30,04,02,s50d50,cassgreedy,0.711752
30,04,02,s50d50,casshybrid,NA
30,04,02,s50d50,startle,0.578947
30,04,02,s50d50,laml,0.529293
30,04,03,s50d50,cassgreedy,0.726457
30,04,03,s50d50,casshybrid,NA
30,04,03,s50d50,startle,0.526316
30,04,03,s50d50,laml,0.501010
30,04,04,s50d50,cassgreedy,0.686099
30,04,04,s50d50,casshybrid,NA
30,04,04,s50d50,startle,0.591093
30,04,04,s50d50,laml,0.569697
30,04,05,s50d50,cassgreedy,0.683742
30,04,05,s50d50,casshybrid,NA
30,04,05,s50d50,startle,0.550607
30,04,05,s50d50,laml,0.537374
30,05,01,s50d50,cassgreedy,0.606127
30,05,01,s50d50,casshybrid,NA
30,05,01,s50d50,startle,0.360324
30,05,01,s50d50,laml,0.319192
30,05,02,s50d50,cassgreedy,0.636364
30,05,02,s50d50,casshybrid,NA
30,05,02,s50d50,startle,0.400810
30,05,02,s50d50,laml,0.363636
30,05,03,s50d50,cassgreedy,0.677560
30,05,03,s50d50,casshybrid,NA
30,05,03,s50d50,startle,0.570850
30,05,03,s50d50,laml,0.521212
30,05,04,s50d50,cassgreedy,0.655629
30,05,04,s50d50,casshybrid,NA
30,05,04,s50d50,startle,0.412955
30,05,04,s50d50,laml,0.412121
30,05,05,s50d50,cassgreedy,0.593074
30,05,05,s50d50,casshybrid,NA
30,05,05,s50d50,startle,0.437247
30,05,05,s50d50,laml,0.432323
30,06,01,s50d50,cassgreedy,0.711712
30,06,01,s50d50,casshybrid,NA
30,06,01,s50d50,startle,0.530364
30,06,01,s50d50,laml,0.525253
30,06,02,s50d50,cassgreedy,0.639640
30,06,02,s50d50,casshybrid,NA
30,06,02,s50d50,startle,0.473684
30,06,02,s50d50,laml,0.404040
30,06,03,s50d50,cassgreedy,0.677852
30,06,03,s50d50,casshybrid,NA
30,06,03,s50d50,startle,0.546559
30,06,03,s50d50,laml,0.545455
30,06,04,s50d50,cassgreedy,0.686099
30,06,04,s50d50,casshybrid,NA
30,06,04,s50d50,startle,0.510121
30,06,04,s50d50,laml,0.513131
30,06,05,s50d50,cassgreedy,0.609977
30,06,05,s50d50,casshybrid,NA
30,06,05,s50d50,startle,0.558704
30,06,05,s50d50,laml,0.541414
30,07,01,s50d50,cassgreedy,0.678261
30,07,01,s50d50,casshybrid,NA
30,07,01,s50d50,startle,0.473684
30,07,01,s50d50,laml,0.460606
30,07,02,s50d50,cassgreedy,0.662281
30,07,02,s50d50,casshybrid,NA
30,07,02,s50d50,startle,0.417004
30,07,02,s50d50,laml,0.319192
30,07,03,s50d50,cassgreedy,0.723542
30,07,03,s50d50,casshybrid,NA
30,07,03,s50d50,startle,0.465587
30,07,03,s50d50,laml,0.440404
30,07,04,s50d50,cassgreedy,0.619048
30,07,04,s50d50,casshybrid,NA
30,07,04,s50d50,startle,0.421053
30,07,04,s50d50,laml,0.412121
30,07,05,s50d50,cassgreedy,0.630901
30,07,05,s50d50,casshybrid,NA
30,07,05,s50d50,startle,0.417004
30,07,05,s50d50,laml,0.311111
30,08,01,s50d50,cassgreedy,0.652174
30,08,01,s50d50,casshybrid,NA
30,08,01,s50d50,startle,0.473684
30,08,01,s50d50,laml,0.476768
30,08,02,s50d50,cassgreedy,0.709172
30,08,02,s50d50,casshybrid,NA
30,08,02,s50d50,startle,0.497976
30,08,02,s50d50,laml,0.492929
30,08,03,s50d50,cassgreedy,0.582222
30,08,03,s50d50,casshybrid,NA
30,08,03,s50d50,startle,0.392713
30,08,03,s50d50,laml,0.395960
30,08,04,s50d50,cassgreedy,0.611607
30,08,04,s50d50,casshybrid,NA
30,08,04,s50d50,startle,0.384615
30,08,04,s50d50,laml,0.343434
30,08,05,s50d50,cassgreedy,0.632287
30,08,05,s50d50,casshybrid,NA
30,08,05,s50d50,startle,0.449393
30,08,05,s50d50,laml,0.395960
30,09,01,s50d50,cassgreedy,0.727273
30,09,01,s50d50,casshybrid,NA
30,09,01,s50d50,startle,0.437247
30,09,01,s50d50,laml,0.416162
30,09,02,s50d50,cassgreedy,0.683036
30,09,02,s50d50,casshybrid,NA
30,09,02,s50d50,startle,0.445344
30,09,02,s50d50,laml,0.436364
30,09,03,s50d50,cassgreedy,0.657895
30,09,03,s50d50,casshybrid,NA
30,09,03,s50d50,startle,0.506073
30,09,03,s50d50,laml,0.496970
30,09,04,s50d50,cassgreedy,0.654867
30,09,04,s50d50,casshybrid,NA
30,09,04,s50d50,startle,0.441296
30,09,04,s50d50,laml,0.444444
30,09,05,s50d50,cassgreedy,0.674009
30,09,05,s50d50,casshybrid,NA
30,09,05,s50d50,startle,0.421053
30,09,05,s50d50,laml,0.416162
30,10,01,s50d50,cassgreedy,0.639130
30,10,01,s50d50,casshybrid,NA
30,10,01,s50d50,startle,0.445344
30,10,01,s50d50,laml,0.375758
30,10,02,s50d50,cassgreedy,0.617778
30,10,02,s50d50,casshybrid,NA
30,10,02,s50d50,startle,0.453441
30,10,02,s50d50,laml,0.355556
30,10,03,s50d50,cassgreedy,0.579646
30,10,03,s50d50,casshybrid,NA
30,10,03,s50d50,startle,0.473684
30,10,03,s50d50,laml,0.432323
30,10,04,s50d50,cassgreedy,0.641593
30,10,04,s50d50,casshybrid,NA
30,10,04,s50d50,startle,0.445344
30,10,04,s50d50,laml,0.444444
30,10,05,s50d50,cassgreedy,0.742358
30,10,05,s50d50,casshybrid,NA
30,10,05,s50d50,startle,0.538462
30,10,05,s50d50,laml,0.505051
40,01,01,s50d50,cassgreedy,0.536842
40,01,01,s50d50,casshybrid,NA
40,01,01,s50d50,startle,0.230769
40,01,01,s50d50,laml,0.169697
40,01,02,s50d50,cassgreedy,0.634409
40,01,02,s50d50,casshybrid,NA
40,01,02,s50d50,startle,0.279352
40,01,02,s50d50,laml,0.238384
40,01,03,s50d50,cassgreedy,0.538793
40,01,03,s50d50,casshybrid,NA
40,01,03,s50d50,startle,0.267206
40,01,03,s50d50,laml,0.193939
40,01,04,s50d50,cassgreedy,0.542735
40,01,04,s50d50,casshybrid,NA
40,01,04,s50d50,startle,0.303644
40,01,04,s50d50,laml,0.303030
40,01,05,s50d50,cassgreedy,0.587983
40,01,05,s50d50,casshybrid,NA
40,01,05,s50d50,startle,0.319838
40,01,05,s50d50,laml,0.254545
40,02,01,s50d50,cassgreedy,0.542735
40,02,01,s50d50,casshybrid,NA
40,02,01,s50d50,startle,0.336032
40,02,01,s50d50,laml,0.246465
40,02,02,s50d50,cassgreedy,0.574468
40,02,02,s50d50,casshybrid,NA
40,02,02,s50d50,startle,0.283401
40,02,02,s50d50,laml,0.165657
40,02,03,s50d50,cassgreedy,0.565957
40,02,03,s50d50,casshybrid,NA
40,02,03,s50d50,startle,0.275304
40,02,03,s50d50,laml,0.197980
40,02,04,s50d50,cassgreedy,0.608421
40,02,04,s50d50,casshybrid,NA
40,02,04,s50d50,startle,0.234818
40,02,04,s50d50,laml,0.206061
40,02,05,s50d50,cassgreedy,0.631692
40,02,05,s50d50,casshybrid,NA
40,02,05,s50d50,startle,0.295547
40,02,05,s50d50,laml,0.173737
40,03,01,s50d50,cassgreedy,0.539446
40,03,01,s50d50,casshybrid,NA
40,03,01,s50d50,startle,0.331984
40,03,01,s50d50,laml,0.323232
40,03,02,s50d50,cassgreedy,0.619658
40,03,02,s50d50,casshybrid,NA
40,03,02,s50d50,startle,0.327935
40,03,02,s50d50,laml,0.290909
40,03,03,s50d50,cassgreedy,0.653105
40,03,03,s50d50,casshybrid,NA
40,03,03,s50d50,startle,0.388664
40,03,03,s50d50,laml,0.363636
40,03,04,s50d50,cassgreedy,0.577167
40,03,04,s50d50,casshybrid,NA
40,03,04,s50d50,startle,0.287449
40,03,04,s50d50,laml,0.193939
40,03,05,s50d50,cassgreedy,0.569620
40,03,05,s50d50,casshybrid,NA
40,03,05,s50d50,startle,0.331984
40,03,05,s50d50,laml,0.294949
40,04,01,s50d50,cassgreedy,0.547009
40,04,01,s50d50,casshybrid,NA
40,04,01,s50d50,startle,0.234818
40,04,01,s50d50,laml,0.230303
40,04,02,s50d50,cassgreedy,0.498929
40,04,02,s50d50,casshybrid,NA
40,04,02,s50d50,startle,0.226721
40,04,02,s50d50,laml,0.197980
40,04,03,s50d50,cassgreedy,0.534884
40,04,03,s50d50,casshybrid,NA
40,04,03,s50d50,startle,0.251012
40,04,03,s50d50,laml,0.214141
40,04,04,s50d50,cassgreedy,0.485106
40,04,04,s50d50,casshybrid,NA
40,04,04,s50d50,startle,0.251012
40,04,04,s50d50,laml,0.214141
40,04,05,s50d50,cassgreedy,0.534591
40,04,05,s50d50,casshybrid,NA
40,04,05,s50d50,startle,0.226721
40,04,05,s50d50,laml,0.202020
40,05,01,s50d50,cassgreedy,0.572034
40,05,01,s50d50,casshybrid,NA
40,05,01,s50d50,startle,0.323887
40,05,01,s50d50,laml,0.177778
40,05,02,s50d50,cassgreedy,0.638655
40,05,02,s50d50,casshybrid,NA
