k,p_rep,rep,modelcond,method,rf
30,01,02,s0d0,cassgreedy,0.419048
30,01,02,s0d0,casshybrid,0.334821
30,01,02,s0d0,startle,0.485830
30,01,02,s0d0,laml-startle,0.484848
30,01,02,s0d0,laml-casshybrid,0.351515
30,01,02,s0d0,laml-startle-nomissing,0.484848
30,01,03,s0d0,cassgreedy,0.425234
30,01,03,s0d0,casshybrid,0.343681
30,01,03,s0d0,startle,0.449393
30,01,03,s0d0,laml-startle,0.404040
30,01,03,s0d0,laml-casshybrid,0.363636
30,01,03,s0d0,laml-startle-nomissing,0.436364
30,01,04,s0d0,cassgreedy,0.309859
30,01,04,s0d0,casshybrid,0.264317
30,01,04,s0d0,startle,0.307692
30,01,04,s0d0,laml-startle,0.307071
30,01,04,s0d0,laml-casshybrid,0.270707
30,01,04,s0d0,laml-startle-nomissing,0.298990
30,01,05,s0d0,cassgreedy,0.297921
30,01,05,s0d0,casshybrid,0.290749
30,01,05,s0d0,startle,0.255061
30,01,05,s0d0,laml-startle,0.250505
30,01,05,s0d0,laml-casshybrid,0.290909
30,01,05,s0d0,laml-startle-nomissing,0.254545
30,02,01,s0d0,cassgreedy,0.295195
30,02,01,s0d0,casshybrid,0.127753
30,02,01,s0d0,startle,0.206478
30,02,01,s0d0,laml-startle,0.181818
30,02,01,s0d0,laml-casshybrid,0.153535
30,02,01,s0d0,laml-startle-nomissing,0.206061
30,02,02,s0d0,cassgreedy,0.268182
30,02,02,s0d0,casshybrid,0.161987
30,02,02,s0d0,startle,0.384615
30,02,02,s0d0,laml-startle,0.173737
30,02,02,s0d0,laml-casshybrid,0.169697
30,02,02,s0d0,laml-startle-nomissing,0.193939
30,02,03,s0d0,cassgreedy,0.276498
30,02,03,s0d0,casshybrid,0.208791
30,02,03,s0d0,startle,0.182186
30,02,03,s0d0,laml-startle,0.181818
30,02,03,s0d0,laml-casshybrid,0.234343
30,02,03,s0d0,laml-startle-nomissing,0.165657
30,02,04,s0d0,cassgreedy,0.303944
30,02,04,s0d0,casshybrid,0.204348
30,02,04,s0d0,startle,0.186235
30,02,04,s0d0,laml-startle,0.185859
30,02,04,s0d0,laml-casshybrid,0.218182
30,02,04,s0d0,laml-startle-nomissing,0.173737
30,02,05,s0d0,cassgreedy,0.200000
30,02,05,s0d0,casshybrid,0.149123
30,02,05,s0d0,startle,0.174089
30,02,05,s0d0,laml-startle,0.173737
30,02,05,s0d0,laml-casshybrid,0.169697
30,02,05,s0d0,laml-startle-nomissing,0.173737
30,03,01,s0d0,cassgreedy,0.282407
30,03,01,s0d0,casshybrid,0.176991
30,03,01,s0d0,startle,0.206478
30,03,01,s0d0,laml-startle,0.206061
30,03,01,s0d0,laml-casshybrid,0.173737
30,03,01,s0d0,laml-startle-nomissing,0.173737
30,03,02,s0d0,cassgreedy,0.273148
30,03,02,s0d0,casshybrid,0.234234
30,03,02,s0d0,startle,0.263158
30,03,02,s0d0,laml-startle,0.262626
30,03,02,s0d0,laml-casshybrid,0.254545
30,03,02,s0d0,laml-startle-nomissing,0.238384
30,03,03,s0d0,cassgreedy,0.333333
30,03,03,s0d0,casshybrid,0.250000
30,03,03,s0d0,startle,0.251012
30,03,03,s0d0,laml-startle,0.250505
30,03,03,s0d0,laml-casshybrid,0.242424
30,03,03,s0d0,laml-startle-nomissing,0.189899
30,03,04,s0d0,cassgreedy,0.286713
30,03,04,s0d0,casshybrid,0.180401
30,03,04,s0d0,startle,0.206478
30,03,04,s0d0,laml-startle,0.185859
30,03,04,s0d0,laml-casshybrid,0.177778
30,03,04,s0d0,laml-startle-nomissing,0.206061
30,03,05,s0d0,cassgreedy,0.250000
30,03,05,s0d0,casshybrid,0.200903
30,03,05,s0d0,startle,0.234818
30,03,05,s0d0,laml-startle,0.234343
30,03,05,s0d0,laml-casshybrid,0.230303
30,03,05,s0d0,laml-startle-nomissing,0.234343
30,04,01,s0d0,cassgreedy,0.242353
30,04,01,s0d0,casshybrid,0.185996
30,04,01,s0d0,startle,0.194332
30,04,01,s0d0,laml-startle,0.141414
30,04,01,s0d0,laml-casshybrid,0.165657
30,04,01,s0d0,laml-startle-nomissing,0.193939
30,04,02,s0d0,cassgreedy,0.229358
30,04,02,s0d0,casshybrid,0.151648
30,04,02,s0d0,startle,0.210526
30,04,02,s0d0,laml-startle,0.210101
30,04,02,s0d0,laml-casshybrid,0.173737
30,04,02,s0d0,laml-startle-nomissing,0.181818
30,04,03,s0d0,cassgreedy,0.273148
30,04,03,s0d0,casshybrid,0.197368
30,04,03,s0d0,startle,0.194332
30,04,03,s0d0,laml-startle,0.185859
30,04,03,s0d0,laml-casshybrid,0.173737
30,04,03,s0d0,laml-startle-nomissing,0.169697
30,04,04,s0d0,cassgreedy,0.257541
30,04,04,s0d0,casshybrid,0.207877
30,04,04,s0d0,startle,0.242915
30,04,04,s0d0,laml-startle,0.210101
30,04,04,s0d0,laml-casshybrid,0.197980
30,04,04,s0d0,laml-startle-nomissing,0.181818
30,04,05,s0d0,cassgreedy,0.300926
30,04,05,s0d0,casshybrid,0.159483
30,04,05,s0d0,startle,0.165992
30,04,05,s0d0,laml-startle,0.153535
30,04,05,s0d0,laml-casshybrid,0.149495
30,04,05,s0d0,laml-startle-nomissing,0.113131
30,05,01,s0d0,cassgreedy,0.252900
30,05,01,s0d0,casshybrid,0.164835
30,05,01,s0d0,startle,0.202429
30,05,01,s0d0,laml-startle,0.202020
30,05,01,s0d0,laml-casshybrid,0.149495
30,05,01,s0d0,laml-startle-nomissing,0.157576
30,05,02,s0d0,cassgreedy,0.260970
30,05,02,s0d0,casshybrid,0.175166
30,05,02,s0d0,startle,0.210526
30,05,02,s0d0,laml-startle,0.206061
30,05,02,s0d0,laml-casshybrid,0.177778
30,05,02,s0d0,laml-startle-nomissing,0.210101
30,05,03,s0d0,cassgreedy,0.278302
30,05,03,s0d0,casshybrid,0.199095
30,05,03,s0d0,startle,0.246964
30,05,03,s0d0,laml-startle,0.234343
30,05,03,s0d0,laml-casshybrid,0.218182
30,05,03,s0d0,laml-startle-nomissing,0.246465
30,05,04,s0d0,cassgreedy,0.258907
30,05,04,s0d0,casshybrid,0.201794
30,05,04,s0d0,startle,0.234818
30,05,04,s0d0,laml-startle,0.234343
30,05,04,s0d0,laml-casshybrid,0.222222
30,05,04,s0d0,laml-startle-nomissing,0.210101
30,05,05,s0d0,cassgreedy,0.303318
30,05,05,s0d0,casshybrid,0.250000
30,05,05,s0d0,startle,0.275304
30,05,05,s0d0,laml-startle,0.274747
30,05,05,s0d0,laml-casshybrid,0.258586
30,05,05,s0d0,laml-startle-nomissing,0.278788
30,06,01,s0d0,cassgreedy,0.246575
30,06,01,s0d0,casshybrid,0.160173
30,06,01,s0d0,startle,0.170040
30,06,01,s0d0,laml-startle,0.137374
30,06,01,s0d0,laml-casshybrid,0.169697
30,06,01,s0d0,laml-startle-nomissing,0.181818
30,06,02,s0d0,cassgreedy,0.274419
30,06,02,s0d0,casshybrid,0.205240
30,06,02,s0d0,startle,0.182186
30,06,02,s0d0,laml-startle,0.181818
30,06,02,s0d0,laml-casshybrid,0.193939
30,06,02,s0d0,laml-startle-nomissing,0.157576
30,06,03,s0d0,cassgreedy,0.245977
30,06,03,s0d0,casshybrid,0.190476
30,06,03,s0d0,startle,0.165992
30,06,03,s0d0,laml-startle,0.165657
30,06,03,s0d0,laml-casshybrid,0.197980
30,06,03,s0d0,laml-startle-nomissing,0.161616
30,06,04,s0d0,cassgreedy,0.290618
30,06,04,s0d0,casshybrid,0.208696
30,06,04,s0d0,startle,0.198381
30,06,04,s0d0,laml-startle,0.202020
30,06,04,s0d0,laml-casshybrid,0.234343
30,06,04,s0d0,laml-startle-nomissing,0.214141
30,06,05,s0d0,cassgreedy,0.256351
30,06,05,s0d0,casshybrid,0.167028
30,06,05,s0d0,startle,0.174089
30,06,05,s0d0,laml-startle,0.173737
30,06,05,s0d0,laml-casshybrid,0.169697
30,06,05,s0d0,laml-startle-nomissing,0.121212
30,07,01,s0d0,cassgreedy,0.195349
30,07,01,s0d0,casshybrid,0.126638
30,07,01,s0d0,startle,0.149798
30,07,01,s0d0,laml-startle,0.157576
30,07,01,s0d0,laml-casshybrid,0.149495
30,07,01,s0d0,laml-startle-nomissing,0.149495
30,07,02,s0d0,cassgreedy,0.200000
30,07,02,s0d0,casshybrid,0.136564
30,07,02,s0d0,startle,0.161943
30,07,02,s0d0,laml-startle,0.161616
30,07,02,s0d0,laml-casshybrid,0.153535
30,07,02,s0d0,laml-startle-nomissing,0.161616
30,07,03,s0d0,cassgreedy,0.216401
30,07,03,s0d0,casshybrid,0.147253
30,07,03,s0d0,startle,0.170040
30,07,03,s0d0,laml-startle,0.169697
30,07,03,s0d0,laml-casshybrid,0.101010
30,07,03,s0d0,laml-startle-nomissing,0.096970
30,07,04,s0d0,cassgreedy,0.177011
30,07,04,s0d0,casshybrid,0.137778
30,07,04,s0d0,startle,0.190283
30,07,04,s0d0,laml-startle,0.189899
30,07,04,s0d0,laml-casshybrid,0.161616
30,07,04,s0d0,laml-startle-nomissing,0.193939
30,07,05,s0d0,cassgreedy,0.212963
30,07,05,s0d0,casshybrid,0.127753
30,07,05,s0d0,startle,0.141700
30,07,05,s0d0,laml-startle,0.141414
30,07,05,s0d0,laml-casshybrid,0.141414
30,07,05,s0d0,laml-startle-nomissing,0.141414
30,08,01,s0d0,cassgreedy,0.303529
30,08,01,s0d0,casshybrid,0.207877
30,08,01,s0d0,startle,0.198381
30,08,01,s0d0,laml-startle,0.197980
30,08,01,s0d0,laml-casshybrid,0.234343
30,08,01,s0d0,laml-startle-nomissing,0.193939
30,08,02,s0d0,cassgreedy,0.349057
30,08,02,s0d0,casshybrid,0.220044
30,08,02,s0d0,startle,0.206478
30,08,02,s0d0,laml-startle,0.206061
30,08,02,s0d0,laml-casshybrid,0.226263
30,08,02,s0d0,laml-startle-nomissing,0.206061
30,08,03,s0d0,cassgreedy,0.348730
30,08,03,s0d0,casshybrid,0.196544
30,08,03,s0d0,startle,0.218623
30,08,03,s0d0,laml-startle,0.181818
30,08,03,s0d0,laml-casshybrid,0.153535
30,08,03,s0d0,laml-startle-nomissing,0.218182
30,08,04,s0d0,cassgreedy,0.285714
30,08,04,s0d0,casshybrid,0.174672
30,08,04,s0d0,startle,0.319838
30,08,04,s0d0,laml-startle,0.319192
30,08,04,s0d0,laml-casshybrid,0.181818
30,08,04,s0d0,laml-startle-nomissing,0.319192
30,08,05,s0d0,cassgreedy,0.320843
30,08,05,s0d0,casshybrid,0.156522
30,08,05,s0d0,startle,0.323887
30,08,05,s0d0,laml-startle,0.323232
30,08,05,s0d0,laml-casshybrid,0.137374
30,08,05,s0d0,laml-startle-nomissing,0.290909
30,09,01,s0d0,cassgreedy,0.313225
30,09,01,s0d0,casshybrid,0.206140
30,09,01,s0d0,startle,0.380567
30,09,01,s0d0,laml-startle,0.363636
30,09,01,s0d0,laml-casshybrid,0.226263
30,09,01,s0d0,laml-startle-nomissing,0.375758
30,09,02,s0d0,cassgreedy,0.325472
30,09,02,s0d0,casshybrid,0.249448
30,09,02,s0d0,startle,0.396761
30,09,02,s0d0,laml-startle,0.286869
30,09,02,s0d0,laml-casshybrid,0.258586
30,09,02,s0d0,laml-startle-nomissing,0.351515
30,09,03,s0d0,cassgreedy,0.339667
30,09,03,s0d0,casshybrid,0.242762
30,09,03,s0d0,startle,0.344130
30,09,03,s0d0,laml-startle,0.331313
30,09,03,s0d0,laml-casshybrid,0.270707
30,09,03,s0d0,laml-startle-nomissing,0.331313
30,09,04,s0d0,cassgreedy,0.336516
30,09,04,s0d0,casshybrid,0.229399
30,09,04,s0d0,startle,0.327935
30,09,04,s0d0,laml-startle,0.315152
30,09,04,s0d0,laml-casshybrid,0.185859
30,09,04,s0d0,laml-startle-nomissing,0.286869
30,09,05,s0d0,cassgreedy,0.339535
30,09,05,s0d0,casshybrid,0.240618
30,09,05,s0d0,startle,0.307692
30,09,05,s0d0,laml-startle,0.303030
30,09,05,s0d0,laml-casshybrid,0.250505
30,09,05,s0d0,laml-startle-nomissing,0.307071
30,10,01,s0d0,cassgreedy,0.292162
30,10,01,s0d0,casshybrid,0.162996
30,10,01,s0d0,startle,0.267206
30,10,01,s0d0,laml-startle,0.258586
30,10,01,s0d0,laml-casshybrid,0.161616
30,10,01,s0d0,laml-startle-nomissing,0.246465
30,10,02,s0d0,cassgreedy,0.330120
30,10,02,s0d0,casshybrid,0.191011
30,10,02,s0d0,startle,0.283401
30,10,02,s0d0,laml-startle,0.202020
30,10,02,s0d0,laml-casshybrid,0.218182
30,10,02,s0d0,laml-startle-nomissing,0.274747
30,10,03,s0d0,cassgreedy,0.275701
30,10,03,s0d0,casshybrid,0.175439
30,10,03,s0d0,startle,0.315789
30,10,03,s0d0,laml-startle,0.218182
30,10,03,s0d0,laml-casshybrid,0.193939
30,10,03,s0d0,laml-startle-nomissing,0.193939
30,10,04,s0d0,cassgreedy,0.223256
30,10,04,s0d0,casshybrid,0.180828
30,10,04,s0d0,startle,0.230769
30,10,04,s0d0,laml-startle,0.169697
30,10,04,s0d0,laml-casshybrid,0.165657
30,10,04,s0d0,laml-startle-nomissing,0.234343
30,10,05,s0d0,cassgreedy,0.287356
30,10,05,s0d0,casshybrid,0.173160
30,10,05,s0d0,startle,0.174089
30,10,05,s0d0,laml-startle,0.173737
30,10,05,s0d0,laml-casshybrid,0.177778
30,10,05,s0d0,laml-startle-nomissing,0.177778
40,01,01,s0d0,cassgreedy,0.186667
40,01,01,s0d0,casshybrid,0.088172
40,01,01,s0d0,startle,0.109312
40,01,01,s0d0,laml-startle,0.109091
40,01,01,s0d0,laml-casshybrid,0.101010
40,01,01,s0d0,laml-startle-nomissing,0.109091
40,01,02,s0d0,cassgreedy,0.207127
40,01,02,s0d0,casshybrid,0.126338
40,01,02,s0d0,startle,0.129555
40,01,02,s0d0,laml-startle,0.109091
40,01,02,s0d0,laml-casshybrid,0.068687
40,01,02,s0d0,laml-startle-nomissing,0.084848
40,01,03,s0d0,cassgreedy,0.186667
40,01,03,s0d0,casshybrid,0.097458
40,01,03,s0d0,startle,0.109312
40,01,03,s0d0,laml-startle,0.080808
40,01,03,s0d0,laml-casshybrid,0.117172
40,01,03,s0d0,laml-startle-nomissing,0.109091
40,01,04,s0d0,cassgreedy,0.258427
40,01,04,s0d0,casshybrid,0.103004
40,01,04,s0d0,startle,0.125506
40,01,04,s0d0,laml-startle,0.125253
40,01,04,s0d0,laml-casshybrid,0.113131
40,01,04,s0d0,laml-startle-nomissing,0.096970
40,01,05,s0d0,cassgreedy,0.249448
40,01,05,s0d0,casshybrid,0.112971
40,01,05,s0d0,startle,0.129555
40,01,05,s0d0,laml-startle,0.129293
40,01,05,s0d0,laml-casshybrid,0.121212
40,01,05,s0d0,laml-startle-nomissing,0.129293
40,02,01,s0d0,cassgreedy,0.198238
40,02,01,s0d0,casshybrid,NA
40,02,01,s0d0,startle,0.097166
40,02,01,s0d0,laml-startle,0.060606
40,02,01,s0d0,laml-casshybrid,0.125253
40,02,01,s0d0,laml-startle-nomissing,0.056566
40,02,02,s0d0,cassgreedy,0.286031
40,02,02,s0d0,casshybrid,NA
40,02,02,s0d0,startle,0.174089
40,02,02,s0d0,laml-startle,0.173737
40,02,02,s0d0,laml-casshybrid,0.278788
40,02,02,s0d0,laml-startle-nomissing,0.173737
40,02,03,s0d0,cassgreedy,0.243243
40,02,03,s0d0,casshybrid,0.141631
40,02,03,s0d0,startle,0.161943
40,02,03,s0d0,laml-startle,0.161616
40,02,03,s0d0,laml-casshybrid,0.113131
40,02,03,s0d0,laml-startle-nomissing,0.161616
40,02,04,s0d0,cassgreedy,0.219512
40,02,04,s0d0,casshybrid,0.132479
40,02,04,s0d0,startle,0.157895
40,02,04,s0d0,laml-startle,0.157576
40,02,04,s0d0,laml-casshybrid,0.141414
40,02,04,s0d0,laml-startle-nomissing,0.157576
40,02,05,s0d0,cassgreedy,0.239560
40,02,05,s0d0,casshybrid,NA
40,02,05,s0d0,startle,0.133603
40,02,05,s0d0,laml-startle,0.133333
40,02,05,s0d0,laml-casshybrid,0.157576
40,02,05,s0d0,laml-startle-nomissing,0.133333
40,03,01,s0d0,cassgreedy,0.239560
40,03,01,s0d0,casshybrid,NA
40,03,01,s0d0,startle,0.060729
40,03,01,s0d0,laml-startle,0.056566
40,03,01,s0d0,laml-casshybrid,0.181818
40,03,01,s0d0,laml-startle-nomissing,0.060606
40,03,02,s0d0,cassgreedy,0.259912
40,03,02,s0d0,casshybrid,NA
40,03,02,s0d0,startle,0.141700
40,03,02,s0d0,laml-startle,0.048485
40,03,02,s0d0,laml-casshybrid,0.105051
40,03,02,s0d0,laml-startle-nomissing,0.044444
40,03,03,s0d0,cassgreedy,0.252747
40,03,03,s0d0,casshybrid,NA
40,03,03,s0d0,startle,0.145749
40,03,03,s0d0,laml-startle,0.052525
40,03,03,s0d0,laml-casshybrid,0.165657
40,03,03,s0d0,laml-startle-nomissing,0.084848
40,03,04,s0d0,cassgreedy,0.281046
40,03,04,s0d0,casshybrid,NA
40,03,04,s0d0,startle,0.190283
40,03,04,s0d0,laml-startle,0.149495
40,03,04,s0d0,laml-casshybrid,0.149495
40,03,04,s0d0,laml-startle-nomissing,0.165657
40,03,05,s0d0,cassgreedy,0.307359
40,03,05,s0d0,casshybrid,NA
40,03,05,s0d0,startle,0.085020
40,03,05,s0d0,laml-startle,0.048485
40,03,05,s0d0,laml-casshybrid,0.173737
40,03,05,s0d0,laml-startle-nomissing,0.044444
40,04,01,s0d0,cassgreedy,0.223427
40,04,01,s0d0,casshybrid,0.133192
40,04,01,s0d0,startle,0.125506
40,04,01,s0d0,laml-startle,0.125253
40,04,01,s0d0,laml-casshybrid,0.101010
40,04,01,s0d0,laml-startle-nomissing,0.125253
40,04,02,s0d0,cassgreedy,0.169978
40,04,02,s0d0,casshybrid,0.102725
40,04,02,s0d0,startle,0.117409
40,04,02,s0d0,laml-startle,0.096970
40,04,02,s0d0,laml-casshybrid,0.072727
40,04,02,s0d0,laml-startle-nomissing,0.076768
40,04,03,s0d0,cassgreedy,0.247748
40,04,03,s0d0,casshybrid,0.135593
40,04,03,s0d0,startle,0.145749
40,04,03,s0d0,laml-startle,0.145455
40,04,03,s0d0,laml-casshybrid,0.129293
40,04,03,s0d0,laml-startle-nomissing,0.145455
40,04,04,s0d0,cassgreedy,0.192140
40,04,04,s0d0,casshybrid,0.101871
40,04,04,s0d0,startle,0.093117
40,04,04,s0d0,laml-startle,0.052525
40,04,04,s0d0,laml-casshybrid,0.052525
40,04,04,s0d0,laml-startle-nomissing,0.060606
40,04,05,s0d0,cassgreedy,0.254989
40,04,05,s0d0,casshybrid,0.124211
40,04,05,s0d0,startle,0.125506
40,04,05,s0d0,laml-startle,0.125253
40,04,05,s0d0,laml-casshybrid,0.125253
40,04,05,s0d0,laml-startle-nomissing,0.096970
40,05,01,s0d0,cassgreedy,0.301587
40,05,01,s0d0,casshybrid,0.208602
40,05,01,s0d0,startle,0.141700
40,05,01,s0d0,laml-startle,0.145455
40,05,01,s0d0,laml-casshybrid,0.197980
40,05,01,s0d0,laml-startle-nomissing,0.141414
40,05,02,s0d0,cassgreedy,0.354691
40,05,02,s0d0,casshybrid,0.199153
40,05,02,s0d0,startle,0.133603
40,05,02,s0d0,laml-startle,0.105051
40,05,02,s0d0,laml-casshybrid,0.214141
40,05,02,s0d0,laml-startle-nomissing,0.133333
40,05,03,s0d0,cassgreedy,0.278539
40,05,03,s0d0,casshybrid,0.148305
40,05,03,s0d0,startle,0.113360
40,05,03,s0d0,laml-startle,0.125253
40,05,03,s0d0,laml-casshybrid,0.121212
40,05,03,s0d0,laml-startle-nomissing,0.133333
40,05,04,s0d0,cassgreedy,0.282851
40,05,04,s0d0,casshybrid,0.188960
40,05,04,s0d0,startle,0.129555
40,05,04,s0d0,laml-startle,0.092929
40,05,04,s0d0,laml-casshybrid,0.206061
40,05,04,s0d0,laml-startle-nomissing,0.121212
40,05,05,s0d0,cassgreedy,0.292517
40,05,05,s0d0,casshybrid,NA
40,05,05,s0d0,startle,0.149798
40,05,05,s0d0,laml-startle,0.149495
40,05,05,s0d0,laml-casshybrid,0.335354
40,05,05,s0d0,laml-startle-nomissing,0.149495
40,06,01,s0d0,cassgreedy,0.273942
40,06,01,s0d0,casshybrid,0.213043
40,06,01,s0d0,startle,0.186235
40,06,01,s0d0,laml-startle,0.185859
40,06,01,s0d0,laml-casshybrid,0.165657
40,06,01,s0d0,laml-startle-nomissing,0.189899
40,06,02,s0d0,cassgreedy,0.310811
40,06,02,s0d0,casshybrid,0.133047
40,06,02,s0d0,startle,0.182186
40,06,02,s0d0,laml-startle,0.181818
40,06,02,s0d0,laml-casshybrid,0.145455
40,06,02,s0d0,laml-startle-nomissing,0.157576
40,06,03,s0d0,cassgreedy,0.251670
40,06,03,s0d0,casshybrid,0.117773
40,06,03,s0d0,startle,0.149798
40,06,03,s0d0,laml-startle,0.149495
40,06,03,s0d0,laml-casshybrid,0.121212
40,06,03,s0d0,laml-startle-nomissing,0.149495
40,06,04,s0d0,cassgreedy,0.255079
40,06,04,s0d0,casshybrid,0.155172
40,06,04,s0d0,startle,0.157895
40,06,04,s0d0,laml-startle,0.149495
40,06,04,s0d0,laml-casshybrid,0.129293
40,06,04,s0d0,laml-startle-nomissing,0.129293
40,06,05,s0d0,cassgreedy,0.236364
40,06,05,s0d0,casshybrid,0.140389
40,06,05,s0d0,startle,0.182186
40,06,05,s0d0,laml-startle,0.153535
40,06,05,s0d0,laml-casshybrid,0.149495
40,06,05,s0d0,laml-startle-nomissing,0.165657
40,07,01,s0d0,cassgreedy,0.308756
40,07,01,s0d0,casshybrid,0.176972
40,07,01,s0d0,startle,0.206478
40,07,01,s0d0,laml-startle,0.206061
40,07,01,s0d0,laml-casshybrid,0.177778
40,07,01,s0d0,laml-startle-nomissing,0.197980
40,07,02,s0d0,cassgreedy,0.281465
40,07,02,s0d0,casshybrid,0.183585
40,07,02,s0d0,startle,0.230769
40,07,02,s0d0,laml-startle,0.153535
40,07,02,s0d0,laml-casshybrid,0.165657
40,07,02,s0d0,laml-startle-nomissing,0.169697
40,07,03,s0d0,cassgreedy,0.293303
40,07,03,s0d0,casshybrid,0.134199
40,07,03,s0d0,startle,0.157895
40,07,03,s0d0,laml-startle,0.157576
40,07,03,s0d0,laml-casshybrid,0.113131
40,07,03,s0d0,laml-startle-nomissing,0.157576
40,07,04,s0d0,cassgreedy,0.248292
40,07,04,s0d0,casshybrid,0.132479
40,07,04,s0d0,startle,0.161943
40,07,04,s0d0,laml-startle,0.161616
40,07,04,s0d0,laml-casshybrid,0.133333
40,07,04,s0d0,laml-startle-nomissing,0.141414
40,07,05,s0d0,cassgreedy,0.281818
40,07,05,s0d0,casshybrid,0.117773
40,07,05,s0d0,startle,0.133603
40,07,05,s0d0,laml-startle,0.129293
40,07,05,s0d0,laml-casshybrid,0.117172
40,07,05,s0d0,laml-startle-nomissing,0.109091
40,08,01,s0d0,cassgreedy,0.259259
40,08,01,s0d0,casshybrid,0.051975
40,08,01,s0d0,startle,0.060729
40,08,01,s0d0,laml-startle,0.060606
40,08,01,s0d0,laml-casshybrid,0.052525
40,08,01,s0d0,laml-startle-nomissing,0.060606
40,08,02,s0d0,cassgreedy,0.290749
40,08,02,s0d0,casshybrid,0.125523
40,08,02,s0d0,startle,0.072874
40,08,02,s0d0,laml-startle,0.072727
40,08,02,s0d0,laml-casshybrid,0.072727
40,08,02,s0d0,laml-startle-nomissing,0.072727
40,08,03,s0d0,cassgreedy,0.298475
40,08,03,s0d0,casshybrid,0.104603
40,08,03,s0d0,startle,0.133603
40,08,03,s0d0,laml-startle,0.056566
40,08,03,s0d0,laml-casshybrid,0.040404
40,08,03,s0d0,laml-startle-nomissing,0.052525
40,08,04,s0d0,cassgreedy,0.254386
40,08,04,s0d0,casshybrid,0.110647
40,08,04,s0d0,startle,0.238866
40,08,04,s0d0,laml-startle,0.084848
40,08,04,s0d0,laml-casshybrid,0.064646
40,08,04,s0d0,laml-startle-nomissing,0.088889
40,08,05,s0d0,cassgreedy,0.230108
40,08,05,s0d0,casshybrid,0.119497
40,08,05,s0d0,startle,0.190283
40,08,05,s0d0,laml-startle,0.088889
40,08,05,s0d0,laml-casshybrid,0.109091
40,08,05,s0d0,laml-startle-nomissing,0.056566
40,09,01,s0d0,cassgreedy,0.163311
40,09,01,s0d0,casshybrid,0.103896
40,09,01,s0d0,startle,0.295547
40,09,01,s0d0,laml-startle,0.092929
40,09,01,s0d0,laml-casshybrid,0.125253
40,09,01,s0d0,laml-startle-nomissing,0.290909
40,09,02,s0d0,cassgreedy,0.184035
40,09,02,s0d0,casshybrid,0.141631
40,09,02,s0d0,startle,0.271255
40,09,02,s0d0,laml-startle,0.226263
40,09,02,s0d0,laml-casshybrid,0.149495
40,09,02,s0d0,laml-startle-nomissing,0.185859
40,09,03,s0d0,cassgreedy,0.185022
40,09,03,s0d0,casshybrid,0.128205
40,09,03,s0d0,startle,0.275304
40,09,03,s0d0,laml-startle,0.101010
40,09,03,s0d0,laml-casshybrid,0.088889
40,09,03,s0d0,laml-startle-nomissing,0.084848
40,09,04,s0d0,cassgreedy,0.199115
40,09,04,s0d0,casshybrid,0.093220
40,09,04,s0d0,startle,0.251012
40,09,04,s0d0,laml-startle,0.254545
40,09,04,s0d0,laml-casshybrid,0.092929
40,09,04,s0d0,laml-startle-nomissing,0.117172
40,09,05,s0d0,cassgreedy,0.174393
40,09,05,s0d0,casshybrid,0.113006
40,09,05,s0d0,startle,0.226721
40,09,05,s0d0,laml-startle,0.226263
40,09,05,s0d0,laml-casshybrid,0.101010
40,09,05,s0d0,laml-startle-nomissing,0.210101
40,10,01,s0d0,cassgreedy,0.247706
40,10,01,s0d0,casshybrid,0.131749
40,10,01,s0d0,startle,0.295547
40,10,01,s0d0,laml-startle,0.125253
40,10,01,s0d0,laml-casshybrid,0.101010
40,10,01,s0d0,laml-startle-nomissing,0.169697
40,10,02,s0d0,cassgreedy,0.234899
40,10,02,s0d0,casshybrid,0.130064
40,10,02,s0d0,startle,0.206478
40,10,02,s0d0,laml-startle,0.145455
40,10,02,s0d0,laml-casshybrid,0.109091
40,10,02,s0d0,laml-startle-nomissing,0.141414
40,10,03,s0d0,cassgreedy,0.201774
40,10,03,s0d0,casshybrid,NA
40,10,03,s0d0,startle,0.170040
40,10,03,s0d0,laml-startle,0.169697
40,10,03,s0d0,laml-casshybrid,0.125253
40,10,03,s0d0,laml-startle-nomissing,0.169697
40,10,04,s0d0,cassgreedy,0.243119
40,10,04,s0d0,casshybrid,0.122581
40,10,04,s0d0,startle,0.287449
40,10,04,s0d0,laml-startle,0.153535
40,10,04,s0d0,laml-casshybrid,0.105051
40,10,04,s0d0,laml-startle-nomissing,0.125253
40,10,05,s0d0,cassgreedy,0.289888
40,10,05,s0d0,casshybrid,0.139186
40,10,05,s0d0,startle,0.137652
40,10,05,s0d0,laml-startle,0.109091
40,10,05,s0d0,laml-casshybrid,0.117172
40,10,05,s0d0,laml-startle-nomissing,0.109091
50,01,01,s0d0,cassgreedy,0.253275
50,01,01,s0d0,casshybrid,NA
50,01,01,s0d0,startle,0.105263
50,01,01,s0d0,laml-startle,0.072727
50,01,01,s0d0,laml-casshybrid,0.088889
50,01,01,s0d0,laml-startle-nomissing,0.072727
50,01,02,s0d0,cassgreedy,0.246187
50,01,02,s0d0,casshybrid,NA
50,01,02,s0d0,startle,0.113360
50,01,02,s0d0,laml-startle,0.092929
50,01,02,s0d0,laml-casshybrid,0.141414
50,01,02,s0d0,laml-startle-nomissing,0.105051
50,01,03,s0d0,cassgreedy,0.253796
50,01,03,s0d0,casshybrid,0.166316
50,01,03,s0d0,startle,0.093117
