type model prior treeSize rep nMissing nSilenceTrue nSilenceEst nDropoutTrue nDropoutEst nCorrect accuracy
trueTopoTrueParams s50d50 10 sub250 r02 1780 827 698 953 1082 1565 0.8792134831460674
trueTopoTrueParams s50d50 10 sub250 r03 1784 815 655 969 1129 1502 0.8419282511210763
trueTopoTrueParams s50d50 10 sub250 r04 1752 825 650 927 1102 1497 0.8544520547945206
trueTopoTrueParams s50d50 10 sub250 r05 1731 842 722 889 1009 1491 0.8613518197573656
trueTopoTrueParams s75d25 01 sub250 r01 2121 1669 1517 452 604 1891 0.8915605846298915
trueTopoTrueParams s75d25 01 sub250 r02 2147 1665 1503 482 644 1913 0.8910107126222636
trueTopoTrueParams s75d25 01 sub250 r03 2084 1620 1441 464 643 1827 0.8766794625719769
trueTopoTrueParams s75d25 01 sub250 r04 2107 1677 1524 430 583 1894 0.8989084005695301
trueTopoTrueParams s75d25 01 sub250 r05 2070 1593 1443 477 627 1824 0.881159420289855
trueTopoTrueParams s75d25 02 sub250 r01 2119 1684 1532 435 587 1893 0.8933459178857952
trueTopoTrueParams s75d25 02 sub250 r02 2090 1683 1522 407 568 1881 0.9
trueTopoTrueParams s75d25 02 sub250 r03 2074 1642 1485 432 589 1845 0.8895853423336548
trueTopoTrueParams s75d25 02 sub250 r04 2106 1677 1547 429 559 1894 0.899335232668566
trueTopoTrueParams s75d25 02 sub250 r05 2073 1627 1504 446 569 1870 0.9020742884708153
trueTopoTrueParams s75d25 03 sub250 r01 2317 1902 1749 415 568 2092 0.9028916702632714
trueTopoTrueParams s75d25 03 sub250 r02 2310 1857 1732 453 578 2115 0.9155844155844156
trueTopoTrueParams s75d25 03 sub250 r03 2332 1866 1726 466 606 2100 0.9005145797598628
trueTopoTrueParams s75d25 03 sub250 r04 2299 1838 1712 461 587 2093 0.9103958242714224
trueTopoTrueParams s75d25 03 sub250 r05 2268 1832 1688 436 580 2054 0.9056437389770723
trueTopoTrueParams s75d25 04 sub250 r01 1675 1212 1076 463 599 1437 0.8579104477611941
trueTopoTrueParams s75d25 04 sub250 r02 1695 1216 1071 479 624 1470 0.8672566371681416
trueTopoTrueParams s75d25 04 sub250 r03 1696 1255 1123 441 573 1470 0.8667452830188679
trueTopoTrueParams s75d25 04 sub250 r04 1689 1203 1071 486 618 1459 0.8638247483718177
trueTopoTrueParams s75d25 04 sub250 r05 1692 1225 1097 467 595 1474 0.8711583924349882
trueTopoTrueParams s75d25 05 sub250 r01 2050 1607 1440 443 610 1801 0.8785365853658537
trueTopoTrueParams s75d25 05 sub250 r02 2045 1609 1471 436 574 1789 0.8748166259168704
trueTopoTrueParams s75d25 05 sub250 r03 2078 1632 1505 446 573 1861 0.8955726660250241
trueTopoTrueParams s75d25 05 sub250 r04 2128 1683 1538 445 590 1877 0.8820488721804511
trueTopoTrueParams s75d25 05 sub250 r05 2095 1649 1509 446 586 1831 0.8739856801909308
trueTopoTrueParams s75d25 06 sub250 r01 1731 1241 1062 490 669 1460 0.8434430964760254
trueTopoTrueParams s75d25 06 sub250 r02 1731 1269 1143 462 588 1509 0.8717504332755632
trueTopoTrueParams s75d25 06 sub250 r03 1748 1246 1089 502 659 1499 0.8575514874141876
trueTopoTrueParams s75d25 06 sub250 r04 1637 1174 1010 463 627 1391 0.8497251069028711
trueTopoTrueParams s75d25 06 sub250 r05 1697 1243 1102 454 595 1464 0.8626988803771362
trueTopoTrueParams s75d25 07 sub250 r01 1962 1452 1332 510 630 1714 0.873598369011213
trueTopoTrueParams s75d25 07 sub250 r02 1956 1458 1306 498 650 1720 0.8793456032719836
trueTopoTrueParams s75d25 07 sub250 r03 1949 1447 1324 502 625 1730 0.887634684453566
trueTopoTrueParams s75d25 07 sub250 r04 1986 1510 1364 476 622 1752 0.8821752265861027
trueTopoTrueParams s75d25 07 sub250 r05 1969 1475 1315 494 654 1721 0.8740477399695277
trueTopoTrueParams s75d25 08 sub250 r01 1418 933 762 485 656 1159 0.8173483779971791
trueTopoTrueParams s75d25 08 sub250 r02 1535 984 856 551 679 1291 0.8410423452768729
trueTopoTrueParams s75d25 08 sub250 r03 1443 961 800 482 643 1206 0.8357588357588358
trueTopoTrueParams s75d25 08 sub250 r04 1452 963 817 489 635 1198 0.8250688705234159
trueTopoTrueParams s75d25 08 sub250 r05 1450 953 830 497 620 1207 0.8324137931034483
trueTopoTrueParams s75d25 09 sub250 r01 2198 1724 1595 474 603 1963 0.8930846223839854
trueTopoTrueParams s75d25 09 sub250 r02 2205 1763 1639 442 566 1997 0.9056689342403628
trueTopoTrueParams s75d25 09 sub250 r03 2149 1716 1558 433 591 1923 0.8948348068869242
trueTopoTrueParams s75d25 09 sub250 r04 2191 1741 1608 450 583 1978 0.9027841168416249
trueTopoTrueParams s75d25 09 sub250 r05 2107 1692 1570 415 537 1901 0.9022306597057428
trueTopoTrueParams s75d25 10 sub250 r01 2172 1765 1633 407 539 1948 0.8968692449355433
trueTopoTrueParams s75d25 10 sub250 r02 2240 1788 1639 452 601 1983 0.8852678571428572
trueTopoTrueParams s75d25 10 sub250 r03 2219 1801 1660 418 559 2000 0.9013068949977467
trueTopoTrueParams s75d25 10 sub250 r04 2266 1833 1691 433 575 2018 0.8905560458958517
trueTopoTrueParams s75d25 10 sub250 r05 2234 1805 1656 429 578 2005 0.8974932855863921
trueTopoTrueParams s100d0 01 sub250 r01 1971 1971 1971 0 0 1971 1.0
trueTopoTrueParams s100d0 01 sub250 r02 1878 1878 1878 0 0 1878 1.0
trueTopoTrueParams s100d0 01 sub250 r03 1880 1880 1880 0 0 1880 1.0
trueTopoTrueParams s100d0 01 sub250 r04 1919 1919 1919 0 0 1919 1.0
trueTopoTrueParams s100d0 01 sub250 r05 1913 1913 1913 0 0 1913 1.0
trueTopoTrueParams s100d0 02 sub250 r01 1662 1662 1662 0 0 1662 1.0
trueTopoTrueParams s100d0 02 sub250 r02 1641 1641 1641 0 0 1641 1.0
trueTopoTrueParams s100d0 02 sub250 r03 1604 1604 1604 0 0 1604 1.0
trueTopoTrueParams s100d0 02 sub250 r04 1706 1706 1706 0 0 1706 1.0
trueTopoTrueParams s100d0 02 sub250 r05 1633 1633 1633 0 0 1633 1.0
trueTopoTrueParams s100d0 03 sub250 r01 1983 1983 1983 0 0 1983 1.0
trueTopoTrueParams s100d0 03 sub250 r02 1951 1951 1951 0 0 1951 1.0
trueTopoTrueParams s100d0 03 sub250 r03 2004 2004 2004 0 0 2004 1.0
trueTopoTrueParams s100d0 03 sub250 r04 1995 1995 1995 0 0 1995 1.0
trueTopoTrueParams s100d0 03 sub250 r05 1987 1987 1987 0 0 1987 1.0
trueTopoTrueParams s100d0 04 sub250 r01 2152 2152 2152 0 0 2152 1.0
trueTopoTrueParams s100d0 04 sub250 r02 2084 2084 2084 0 0 2084 1.0
trueTopoTrueParams s100d0 04 sub250 r03 2234 2234 2234 0 0 2234 1.0
trueTopoTrueParams s100d0 04 sub250 r04 2118 2118 2118 0 0 2118 1.0
trueTopoTrueParams s100d0 04 sub250 r05 2117 2117 2117 0 0 2117 1.0
trueTopoTrueParams s100d0 05 sub250 r01 1646 1646 1646 0 0 1646 1.0
trueTopoTrueParams s100d0 05 sub250 r02 1699 1699 1699 0 0 1699 1.0
trueTopoTrueParams s100d0 05 sub250 r03 1698 1698 1698 0 0 1698 1.0
trueTopoTrueParams s100d0 05 sub250 r04 1712 1712 1712 0 0 1712 1.0
trueTopoTrueParams s100d0 05 sub250 r05 1739 1739 1739 0 0 1739 1.0
trueTopoTrueParams s100d0 06 sub250 r01 1846 1846 1846 0 0 1846 1.0
trueTopoTrueParams s100d0 06 sub250 r02 1844 1844 1844 0 0 1844 1.0
trueTopoTrueParams s100d0 06 sub250 r03 1868 1868 1868 0 0 1868 1.0
trueTopoTrueParams s100d0 06 sub250 r04 1881 1881 1881 0 0 1881 1.0
trueTopoTrueParams s100d0 06 sub250 r05 1839 1839 1839 0 0 1839 1.0
trueTopoTrueParams s100d0 07 sub250 r01 1770 1770 1770 0 0 1770 1.0
trueTopoTrueParams s100d0 07 sub250 r02 1792 1792 1792 0 0 1792 1.0
trueTopoTrueParams s100d0 07 sub250 r03 1759 1759 1759 0 0 1759 1.0
trueTopoTrueParams s100d0 07 sub250 r04 1734 1734 1734 0 0 1734 1.0
trueTopoTrueParams s100d0 07 sub250 r05 1764 1764 1764 0 0 1764 1.0
trueTopoTrueParams s100d0 08 sub250 r01 1702 1702 1702 0 0 1702 1.0
trueTopoTrueParams s100d0 08 sub250 r02 1685 1685 1685 0 0 1685 1.0
trueTopoTrueParams s100d0 08 sub250 r03 1773 1773 1773 0 0 1773 1.0
trueTopoTrueParams s100d0 08 sub250 r04 1767 1767 1767 0 0 1767 1.0
trueTopoTrueParams s100d0 08 sub250 r05 1735 1735 1735 0 0 1735 1.0
trueTopoTrueParams s100d0 09 sub250 r01 1966 1966 1966 0 0 1966 1.0
trueTopoTrueParams s100d0 09 sub250 r02 1935 1935 1935 0 0 1935 1.0
trueTopoTrueParams s100d0 09 sub250 r03 1914 1914 1914 0 0 1914 1.0
trueTopoTrueParams s100d0 09 sub250 r04 1938 1938 1938 0 0 1938 1.0
trueTopoTrueParams s100d0 09 sub250 r05 1957 1957 1957 0 0 1957 1.0
trueTopoTrueParams s100d0 10 sub250 r01 2099 2099 2099 0 0 2099 1.0
trueTopoTrueParams s100d0 10 sub250 r02 2173 2173 2173 0 0 2173 1.0
trueTopoTrueParams s100d0 10 sub250 r03 2190 2190 2190 0 0 2190 1.0
trueTopoTrueParams s100d0 10 sub250 r04 2128 2128 2128 0 0 2128 1.0
trueTopoTrueParams s100d0 10 sub250 r05 2159 2159 2159 0 0 2159 1.0
