model_condition,method,memory_kb,cpu_percent,runtime_seconds
k30M30p01_medium_sub5000_r03,nj,1282604,49.86,1069
k30M30p01_medium_sub5000_r04,nj,1387416,49.86,1071
k30M30p01_medium_sub5000_r05,nj,1275200,49.81,1073
k30M30p02_medium_sub5000_r01,nj,1470128,49.93,677
k30M30p02_medium_sub5000_r02,nj,1270496,49.81,788
k30M30p02_medium_sub5000_r03,nj,1383692,49.81,792
k30M30p02_medium_sub5000_r04,nj,1463172,49.79,705
k30M30p02_medium_sub5000_r05,nj,1331876,49.79,710
k30M30p03_medium_sub5000_r01,nj,1272900,49.76,1226
k30M30p03_medium_sub5000_r02,nj,1392280,49.80,1222
k30M30p03_medium_sub5000_r03,nj,1444764,49.80,1222
k30M30p03_medium_sub5000_r04,nj,1298260,49.79,1208
k30M30p03_medium_sub5000_r05,nj,1404452,49.80,1222
k30M30p04_medium_sub5000_r01,nj,1410572,49.79,1206
k30M30p04_medium_sub5000_r02,nj,1447992,49.80,1222
k30M30p04_medium_sub5000_r03,nj,1313304,49.79,1212
k30M30p04_medium_sub5000_r04,nj,1290264,49.77,1293
k30M30p04_medium_sub5000_r05,nj,1470224,49.81,1293
k30M30p05_medium_sub5000_r01,nj,1377764,49.81,1290
k30M30p05_medium_sub5000_r02,nj,1395624,49.80,1272
k30M30p05_medium_sub5000_r03,nj,1318624,49.80,1278
k30M30p05_medium_sub5000_r04,nj,1481656,49.80,1276
k30M30p05_medium_sub5000_r05,nj,1348004,49.80,1274
k30M30p06_medium_sub5000_r01,nj,1309592,49.81,1288
k30M30p06_medium_sub5000_r02,nj,1394444,49.79,710
k30M30p06_medium_sub5000_r03,nj,1359132,45.89,1167
k30M30p06_medium_sub5000_r04,nj,1373388,45.75,1153
k30M30p06_medium_sub5000_r05,nj,1305400,45.82,1159
k30M30p07_medium_sub5000_r01,nj,1444560,45.84,1166
k30M30p07_medium_sub5000_r02,nj,1520500,45.85,1168
k30M30p07_medium_sub5000_r03,nj,1310288,45.81,1157
k30M30p07_medium_sub5000_r04,nj,1390332,49.85,676
k30M30p07_medium_sub5000_r05,nj,1262924,49.76,851
k30M30p08_medium_sub5000_r01,nj,1343044,49.77,855
k30M30p08_medium_sub5000_r02,nj,1402436,49.77,857
k30M30p08_medium_sub5000_r03,nj,1369024,49.77,858
k30M30p08_medium_sub5000_r04,nj,1463700,49.81,786
k30M30p08_medium_sub5000_r05,nj,1254196,49.81,791
k30M30p09_medium_sub5000_r01,nj,1443828,49.75,1603
k30M30p09_medium_sub5000_r02,nj,1408432,49.75,1597
k30M30p09_medium_sub5000_r03,nj,1364888,49.75,1599
k30M30p09_medium_sub5000_r04,nj,1331880,49.75,1597
k30M30p09_medium_sub5000_r05,nj,1463764,49.70,1348
k30M30p10_medium_sub5000_r01,nj,1506696,49.70,1345
k30M30p10_medium_sub5000_r02,nj,1424000,49.70,1353
k30M30p10_medium_sub5000_r03,nj,1389852,49.70,1350
k30M30p10_medium_sub5000_r04,nj,1398564,49.71,1742
k30M30p10_medium_sub5000_r05,nj,1324576,49.74,1749
k30M100p01_medium_sub1000_r01,nj,2500,47.22,18
k30M100p01_medium_sub1000_r02,nj,2500,47.22,18
k30M100p01_medium_sub1000_r03,nj,2496,47.22,18
k30M100p01_medium_sub1000_r04,nj,2500,44.44,18
k30M100p01_medium_sub1000_r05,nj,2500,47.22,18
k30M100p02_medium_sub1000_r01,nj,2500,47.22,18
k30M100p02_medium_sub1000_r02,nj,2500,46.67,15
k30M100p02_medium_sub1000_r03,nj,2496,46.67,15
k30M100p02_medium_sub1000_r04,nj,2496,46.67,15
k30M100p02_medium_sub1000_r05,nj,2496,46.67,15
k30M100p03_medium_sub1000_r01,nj,2496,46.67,15
k30M100p03_medium_sub1000_r02,nj,2500,46.67,15
k30M100p03_medium_sub1000_r03,nj,2496,46.67,15
k30M100p03_medium_sub1000_r04,nj,2496,46.67,15
k30M100p03_medium_sub1000_r05,nj,2496,46.67,15
k30M100p04_medium_sub1000_r01,nj,2500,46.67,15
k30M100p04_medium_sub1000_r02,nj,2496,50.00,18
k30M100p04_medium_sub1000_r03,nj,2496,50.00,18
k30M100p04_medium_sub1000_r04,nj,2496,50.00,18
k30M100p04_medium_sub1000_r05,nj,2496,50.00,18
k30M100p05_medium_sub1000_r01,nj,2496,50.00,18
k30M100p05_medium_sub1000_r02,nj,2500,50.00,18
k30M100p05_medium_sub1000_r03,nj,1668,47.06,17
k30M100p05_medium_sub1000_r04,nj,2496,47.06,17
k30M100p05_medium_sub1000_r05,nj,2496,47.06,17
k30M100p06_medium_sub1000_r01,nj,2500,47.06,17
k30M100p06_medium_sub1000_r02,nj,2496,47.06,17
k30M100p06_medium_sub1000_r03,nj,2496,47.06,17
k30M100p06_medium_sub1000_r04,nj,2500,47.06,17
k30M100p06_medium_sub1000_r05,nj,2500,47.06,17
k30M100p07_medium_sub1000_r01,nj,2496,47.06,17
k30M100p07_medium_sub1000_r02,nj,2496,47.06,17
k30M100p07_medium_sub1000_r03,nj,2496,50.00,15
k30M100p07_medium_sub1000_r04,nj,2496,50.00,15
k30M100p07_medium_sub1000_r05,nj,2500,50.00,15
k30M100p08_medium_sub1000_r01,nj,2500,50.00,15
k30M100p08_medium_sub1000_r02,nj,2496,47.37,19
k30M100p08_medium_sub1000_r03,nj,2496,47.37,19
k30M100p08_medium_sub1000_r04,nj,2496,47.37,19
k30M100p08_medium_sub1000_r05,nj,2496,47.37,19
k30M100p09_medium_sub1000_r01,nj,2500,47.37,19
k30M100p09_medium_sub1000_r02,nj,2500,47.37,19
k30M100p09_medium_sub1000_r03,nj,1668,50.00,16
k30M100p09_medium_sub1000_r04,nj,2500,46.88,16
k30M100p09_medium_sub1000_r05,nj,2500,50.00,16
k30M100p10_medium_sub1000_r01,nj,1668,46.88,16
k30M100p10_medium_sub1000_r02,nj,2496,46.88,16
k30M100p10_medium_sub1000_r03,nj,1664,50.00,16
k30M100p10_medium_sub1000_r04,nj,2500,50.00,16
k30M100p10_medium_sub1000_r05,nj,2496,46.88,16
k30M100p01_medium_sub5000_r01,nj,1272884,49.72,726
k30M100p01_medium_sub5000_r02,nj,1283328,49.73,729
k30M100p01_medium_sub5000_r03,nj,1300012,49.78,910
k30M100p01_medium_sub5000_r04,nj,1466488,49.78,911
k30M100p01_medium_sub5000_r05,nj,1504576,49.73,914
k30M100p02_medium_sub5000_r01,nj,1394004,49.78,903
k30M100p02_medium_sub5000_r02,nj,1328724,49.70,1007
k30M100p02_medium_sub5000_r03,nj,1417020,49.75,1011
k30M100p02_medium_sub5000_r04,nj,1451420,49.70,1004
k30M100p02_medium_sub5000_r05,nj,1456720,49.75,1008
k30M100p03_medium_sub5000_r01,nj,1507196,49.67,1382
k30M100p03_medium_sub5000_r02,nj,1257076,49.75,1383
k30M100p03_medium_sub5000_r03,nj,1536912,49.75,1380
k30M100p03_medium_sub5000_r04,nj,1469288,49.75,1383
k30M100p03_medium_sub5000_r05,nj,1468756,49.75,1384
k30M100p04_medium_sub5000_r01,nj,1457160,49.75,1376
k30M100p04_medium_sub5000_r02,nj,1445612,49.75,1382
k30M100p04_medium_sub5000_r03,nj,1527300,49.75,1383
k30M100p04_medium_sub5000_r04,nj,1360844,49.72,1816
k30M100p04_medium_sub5000_r05,nj,1437932,49.75,1811
k30M100p05_medium_sub5000_r01,nj,1472216,49.72,1811
k30M100p05_medium_sub5000_r02,nj,1508976,49.75,1812
k30M100p05_medium_sub5000_r03,nj,1420192,49.70,1672
k30M100p05_medium_sub5000_r04,nj,1511480,49.73,1666
k30M100p05_medium_sub5000_r05,nj,1405072,49.76,1662
k30M100p06_medium_sub5000_r01,nj,1450676,49.73,1664
k30M100p06_medium_sub5000_r02,nj,1434460,49.73,1665
k30M100p06_medium_sub5000_r03,nj,1342316,49.73,1661
k30M100p06_medium_sub5000_r04,nj,1409196,49.73,1658
k30M100p06_medium_sub5000_r05,nj,1478908,49.73,1666
k30M100p07_medium_sub5000_r01,nj,1270696,49.73,1664
k30M100p07_medium_sub5000_r02,nj,1506396,49.73,1659
k30M100p07_medium_sub5000_r03,nj,1342728,49.73,1664
k30M100p07_medium_sub5000_r04,nj,1444676,49.73,1664
k30M100p07_medium_sub5000_r05,nj,1494956,49.72,908
k30M100p08_medium_sub5000_r01,nj,1238416,49.67,904
k30M100p08_medium_sub5000_r02,nj,1426856,49.66,895
k30M100p08_medium_sub5000_r03,nj,1199420,49.72,906
k30M100p08_medium_sub5000_r04,nj,1464160,49.72,1813
k30M100p08_medium_sub5000_r05,nj,1468192,49.72,1813
k30M100p09_medium_sub5000_r01,nj,1422964,49.75,1810
k30M100p09_medium_sub5000_r02,nj,1360160,49.75,1812
k30M100p09_medium_sub5000_r03,nj,1494692,49.75,1813
k30M100p09_medium_sub5000_r04,nj,1455288,49.75,1808
k30M100p09_medium_sub5000_r05,nj,1388028,49.75,1810
k30M100p10_medium_sub5000_r01,nj,1483684,49.75,1812
k30M100p10_medium_sub5000_r02,nj,1500400,49.75,1811
k30M100p10_medium_sub5000_r03,nj,1501164,49.75,1808
k30M100p10_medium_sub5000_r04,nj,1456436,49.75,1811
k30M100p10_medium_sub5000_r05,nj,1277028,49.75,1810
k30M30p01_medium_sub250_r01,nj,2944,37.50,16
k30M30p01_medium_sub250_r02,nj,3472,37.50,16
k30M30p01_medium_sub250_r03,nj,3024,42.86,14
k30M30p01_medium_sub250_r04,nj,3024,39.29,14
k30M30p01_medium_sub250_r05,nj,3472,39.29,14
k30M30p02_medium_sub250_r01,nj,3472,39.29,14
k30M30p02_medium_sub250_r02,nj,3472,39.29,14
k30M30p02_medium_sub250_r03,nj,3716,39.29,14
k30M30p02_medium_sub250_r04,nj,2576,39.29,14
k30M30p02_medium_sub250_r05,nj,3024,39.29,14
k30M30p03_medium_sub250_r01,nj,3024,39.29,14
k30M30p03_medium_sub250_r02,nj,3472,28.57,21
k30M30p03_medium_sub250_r03,nj,3472,28.57,21
k30M30p03_medium_sub250_r04,nj,3472,28.57,21
k30M30p03_medium_sub250_r05,nj,3472,28.57,21
k30M30p04_medium_sub250_r01,nj,3600,28.57,21
k30M30p04_medium_sub250_r02,nj,3024,28.57,21
k30M30p04_medium_sub250_r03,nj,3472,28.57,21
k30M30p04_medium_sub250_r04,nj,3024,28.57,21
k30M30p04_medium_sub250_r05,nj,3024,28.57,21
k30M30p05_medium_sub250_r01,nj,3024,28.57,21
k30M30p05_medium_sub250_r02,nj,3024,28.57,21
k30M30p05_medium_sub250_r03,nj,3024,28.57,21
k30M30p05_medium_sub250_r04,nj,3024,28.57,21
k30M30p05_medium_sub250_r05,nj,3472,28.57,21
k30M30p06_medium_sub250_r01,nj,3024,28.57,21
k30M30p06_medium_sub250_r02,nj,3024,28.57,21
k30M30p06_medium_sub250_r03,nj,3472,28.57,21
k30M30p06_medium_sub250_r04,nj,2936,28.57,21
k30M30p06_medium_sub250_r05,nj,3396,28.57,21
k30M30p07_medium_sub250_r01,nj,3664,28.57,21
k30M30p07_medium_sub250_r02,nj,3472,30.00,20
k30M30p07_medium_sub250_r03,nj,3024,28.57,21
k30M30p07_medium_sub250_r04,nj,3008,28.57,21
k30M30p07_medium_sub250_r05,nj,3472,28.57,21
k30M30p08_medium_sub250_r01,nj,3024,28.57,21
k30M30p08_medium_sub250_r02,nj,3388,28.57,21
k30M30p08_medium_sub250_r03,nj,3076,28.57,21
k30M30p08_medium_sub250_r04,nj,3472,28.57,21
k30M30p08_medium_sub250_r05,nj,356736,7.14,91
k30M30p09_medium_sub250_r01,nj,356956,7.14,91
k30M30p09_medium_sub250_r02,nj,355964,7.14,91
k30M30p09_medium_sub250_r03,nj,357244,7.14,91
k30M30p09_medium_sub250_r04,nj,356888,7.14,91
k30M30p09_medium_sub250_r05,nj,354720,7.14,91
k30M30p10_medium_sub250_r01,nj,355396,7.14,91
k30M30p10_medium_sub250_r02,nj,356684,7.14,91
k30M30p10_medium_sub250_r03,nj,355140,7.14,91
k30M30p10_medium_sub250_r04,nj,355480,7.14,91
k30M30p10_medium_sub250_r05,nj,355760,7.14,91
k30M30p01_medium_sub500_r01,nj,363304,7.61,92
k30M30p01_medium_sub500_r02,nj,362896,7.61,92
k30M30p01_medium_sub500_r03,nj,363016,7.61,92
k30M30p01_medium_sub500_r04,nj,361064,8.15,92
k30M30p01_medium_sub500_r05,nj,361076,8.15,92
k30M30p02_medium_sub500_r01,nj,361028,8.15,92
k30M30p02_medium_sub500_r02,nj,362324,8.15,92
k30M30p02_medium_sub500_r03,nj,363468,7.61,92
k30M30p02_medium_sub500_r04,nj,362460,8.15,92
k30M30p02_medium_sub500_r05,nj,362304,8.15,92
k30M30p03_medium_sub500_r01,nj,362868,7.61,92
k30M30p03_medium_sub500_r02,nj,362908,8.15,92
k30M30p03_medium_sub500_r03,nj,362868,8.15,92
k30M30p03_medium_sub500_r04,nj,362080,8.15,92
k30M30p03_medium_sub500_r05,nj,361508,8.15,92
k30M30p04_medium_sub500_r01,nj,360916,8.15,92
k30M30p04_medium_sub500_r02,nj,362968,8.15,92
k30M30p04_medium_sub500_r03,nj,2500,36.11,18
k30M30p04_medium_sub500_r04,nj,2496,36.11,18
k30M30p04_medium_sub500_r05,nj,2504,36.11,18
k30M30p05_medium_sub500_r01,nj,2504,36.11,18
k30M30p05_medium_sub500_r02,nj,2500,36.11,18
k30M30p05_medium_sub500_r03,nj,2496,36.11,18
k30M30p05_medium_sub500_r04,nj,2496,36.11,18
k30M30p05_medium_sub500_r05,nj,2500,36.11,18
k30M30p06_medium_sub500_r01,nj,2500,36.11,18
k30M30p06_medium_sub500_r02,nj,2504,36.11,18
k30M30p06_medium_sub500_r03,nj,2500,36.11,18
k30M30p06_medium_sub500_r04,nj,2500,36.11,18
k30M30p06_medium_sub500_r05,nj,2504,36.11,18
k30M30p07_medium_sub500_r01,nj,2504,36.11,18
k30M30p07_medium_sub500_r02,nj,2500,36.11,18
k30M30p07_medium_sub500_r03,nj,2500,36.11,18
k30M30p07_medium_sub500_r04,nj,2496,36.11,18
k30M30p07_medium_sub500_r05,nj,2504,36.11,18
k30M30p08_medium_sub500_r01,nj,2500,36.11,18
k30M30p08_medium_sub500_r02,nj,2504,36.11,18
k30M30p08_medium_sub500_r03,nj,2496,36.11,18
k30M30p08_medium_sub500_r04,nj,2500,36.11,18
k30M30p08_medium_sub500_r05,nj,2504,36.11,18
k30M30p09_medium_sub500_r01,nj,2496,36.11,18
k30M30p09_medium_sub500_r02,nj,2504,36.11,18
k30M30p09_medium_sub500_r03,nj,2500,36.11,18
k30M30p09_medium_sub500_r04,nj,2504,36.11,18
k30M30p09_medium_sub500_r05,nj,2504,36.11,18
k30M30p10_medium_sub500_r01,nj,2504,36.11,18
k30M30p10_medium_sub500_r02,nj,2504,36.11,18
k30M30p10_medium_sub500_r03,nj,2504,36.11,18
k30M30p10_medium_sub500_r04,nj,2500,36.11,18
k30M30p10_medium_sub500_r05,nj,1672,36.11,18
k30M100p01_medium_sub250_r01,nj,1668,35.29,17
k30M100p01_medium_sub250_r02,nj,2500,35.29,17
k30M100p01_medium_sub250_r03,nj,2504,35.29,17
k30M100p01_medium_sub250_r04,nj,2504,35.29,17
k30M100p01_medium_sub250_r05,nj,2504,35.29,17
k30M100p02_medium_sub250_r01,nj,2504,35.29,17
k30M100p02_medium_sub250_r02,nj,2504,35.29,17
k30M100p02_medium_sub250_r03,nj,2500,35.29,17
k30M100p02_medium_sub250_r04,nj,1672,35.29,17
k30M100p02_medium_sub250_r05,nj,2504,35.29,17
k30M100p03_medium_sub250_r01,nj,1672,35.29,17
k30M100p03_medium_sub250_r02,nj,2500,34.21,19
k30M100p03_medium_sub250_r03,nj,1672,34.21,19
k30M100p03_medium_sub250_r04,nj,2504,34.21,19
k30M100p03_medium_sub250_r05,nj,2504,34.21,19
k30M100p04_medium_sub250_r01,nj,2504,34.21,19
k30M100p04_medium_sub250_r02,nj,2500,34.21,19
k30M100p04_medium_sub250_r03,nj,2504,34.21,19
k30M100p04_medium_sub250_r04,nj,2504,34.21,19
k30M100p04_medium_sub250_r05,nj,2496,34.21,19
k30M100p05_medium_sub250_r01,nj,2500,34.21,19
k30M100p05_medium_sub250_r02,nj,2504,34.21,19
k30M100p05_medium_sub250_r03,nj,2500,34.21,19
k30M100p05_medium_sub250_r04,nj,2496,34.21,19
k30M100p05_medium_sub250_r05,nj,2500,34.21,19
k30M100p06_medium_sub250_r01,nj,2496,34.21,19
k30M100p06_medium_sub250_r02,nj,2496,34.21,19
k30M100p06_medium_sub250_r03,nj,2500,34.21,19
k30M100p06_medium_sub250_r04,nj,2500,34.21,19
k30M100p06_medium_sub250_r05,nj,2496,34.21,19
k30M100p07_medium_sub250_r01,nj,2500,34.21,19
k30M100p07_medium_sub250_r02,nj,2504,34.21,19
k30M100p07_medium_sub250_r03,nj,2504,34.21,19
k30M100p07_medium_sub250_r04,nj,2496,34.21,19
k30M100p07_medium_sub250_r05,nj,2500,34.21,19
k30M100p08_medium_sub250_r01,nj,2500,34.21,19
k30M100p08_medium_sub250_r02,nj,1668,34.21,19
k30M100p08_medium_sub250_r03,nj,1668,34.21,19
k30M100p08_medium_sub250_r04,nj,2500,34.21,19
k30M100p08_medium_sub250_r05,nj,2504,34.21,19
k30M100p09_medium_sub250_r01,nj,2504,34.21,19
k30M100p09_medium_sub250_r02,nj,2504,34.21,19
k30M100p09_medium_sub250_r03,nj,2496,34.21,19
k30M100p09_medium_sub250_r04,nj,2496,34.21,19
k30M100p09_medium_sub250_r05,nj,2504,34.21,19
k30M100p10_medium_sub250_r01,nj,2496,34.21,19
k30M100p10_medium_sub250_r02,nj,2496,34.21,19
k30M100p10_medium_sub250_r03,nj,2504,34.21,19
k30M100p10_medium_sub250_r04,nj,2504,34.21,19
k30M100p10_medium_sub250_r05,nj,2500,34.21,19
k30M100p01_medium_sub500_r01,nj,2500,32.50,20
k30M100p01_medium_sub500_r02,nj,2500,34.21,19
k30M100p01_medium_sub500_r03,nj,2504,32.50,20
k30M100p01_medium_sub500_r04,nj,2500,32.50,20
k30M100p01_medium_sub500_r05,nj,2504,32.50,20
k30M100p02_medium_sub500_r01,nj,2500,32.50,20
k30M100p02_medium_sub500_r02,nj,2504,34.21,19
k30M100p02_medium_sub500_r03,nj,2504,32.50,20
k30M100p02_medium_sub500_r04,nj,1668,32.50,20
k30M100p02_medium_sub500_r05,nj,2504,34.21,19
k30M100p03_medium_sub500_r01,nj,2504,32.50,20
k30M100p03_medium_sub500_r02,nj,1672,32.50,20
k30M100p03_medium_sub500_r03,nj,2500,32.50,20
k30M100p03_medium_sub500_r04,nj,2504,32.50,20
k30M100p03_medium_sub500_r05,nj,2500,32.50,20
k30M100p04_medium_sub500_r01,nj,1664,32.50,20
k30M100p04_medium_sub500_r02,nj,2500,32.50,20
k30M100p04_medium_sub500_r03,nj,1668,32.50,20
k30M100p04_medium_sub500_r04,nj,2500,32.50,20
k30M100p04_medium_sub500_r05,nj,2504,32.50,20
k30M100p05_medium_sub500_r01,nj,2500,32.50,20
k30M100p05_medium_sub500_r02,nj,2504,32.50,20
k30M100p05_medium_sub500_r03,nj,2504,32.50,20
k30M100p05_medium_sub500_r04,nj,2500,32.50,20
k30M100p05_medium_sub500_r05,nj,2504,32.50,20
k30M100p06_medium_sub500_r01,nj,2504,32.50,20
k30M100p06_medium_sub500_r02,nj,2500,32.50,20
k30M100p06_medium_sub500_r03,nj,2504,32.50,20
k30M100p06_medium_sub500_r04,nj,2504,32.50,20
k30M100p06_medium_sub500_r05,nj,2504,32.50,20
k30M100p07_medium_sub500_r01,nj,2504,32.50,20
k30M100p07_medium_sub500_r02,nj,2504,32.50,20
k30M100p07_medium_sub500_r03,nj,1664,32.50,20
k30M100p07_medium_sub500_r04,nj,2496,32.50,20
k30M100p07_medium_sub500_r05,nj,2496,32.50,20
k30M100p08_medium_sub500_r01,nj,2504,32.50,20
k30M100p08_medium_sub500_r02,nj,2504,32.50,20
k30M100p08_medium_sub500_r03,nj,2504,32.50,20
k30M100p08_medium_sub500_r04,nj,2504,32.50,20
k30M100p08_medium_sub500_r05,nj,2504,30.56,18
k30M100p09_medium_sub500_r01,nj,2500,30.56,18
k30M100p09_medium_sub500_r02,nj,2500,30.56,18
k30M100p09_medium_sub500_r03,nj,2504,30.56,18
k30M100p09_medium_sub500_r04,nj,2500,30.56,18
k30M100p09_medium_sub500_r05,nj,2504,30.56,18
k30M100p10_medium_sub500_r01,nj,2504,30.56,18
k30M100p10_medium_sub500_r02,nj,2500,30.56,18
k30M100p10_medium_sub500_r03,nj,2504,30.56,18
k30M100p10_medium_sub500_r04,nj,2500,30.56,18
k30M100p10_medium_sub500_r05,nj,2500,30.56,18
